#  gamma_0, gamma_1, gamma_2, gamma_3, K_0, T_0, phi_0, ecc_0, omega_0, K_1, T_1, phi_1, ecc_1, omega_1, sigma_0, sigma_1, sigma_2, sigma_3, 
# 
-5.089620000000000033e+01 7.721589999999999954e+00 3.816489999999999782e+03 3.815409999999999854e+03 9.951900000000000546e+01 5.164789999999999992e+01 1.958199999999999941e-01 5.937639999999999585e-01 3.007890000000000175e+00 9.880289999999999395e+01 2.462210000000000036e+03 3.415680000000000049e+00 4.641609999999999903e-01 4.688920000000000421e+00 1.707120000000000165e-02 1.072729999999999961e+01 1.331889999999999930e+01 1.172850000000000037e+01
-4.809660000000000224e+01 8.257070000000000576e+00 3.810250000000000000e+03 3.817719999999999800e+03 9.981229999999999336e+01 5.164000000000000057e+01 5.105319999999999858e+00 6.092899999999999983e-01 3.018479999999999830e+00 9.905029999999999291e+01 2.477929999999999836e+03 5.477579999999999671e+00 4.532010000000000205e-01 4.656889999999999752e+00 3.553549999999999986e+00 8.928679999999999950e+00 1.464220000000000077e+01 8.057669999999999888e+00
-5.141810000000000258e+01 9.494469999999999743e+00 3.812670000000000073e+03 3.818929999999999836e+03 9.974429999999999552e+01 5.163750000000000284e+01 3.249989999999999934e+00 6.093309999999999560e-01 3.035670000000000091e+00 9.992189999999999372e+01 2.460670000000000073e+03 5.790110000000000312e+00 4.471149999999999847e-01 4.669749999999999623e+00 3.983690000000000175e+00 1.049709999999999965e+01 1.298010000000000019e+01 1.229509999999999970e+01
-5.350780000000000314e+01 3.442039999999999988e+00 3.812610000000000127e+03 3.814260000000000218e+03 9.995740000000000691e+01 2.407519999999999982e+03 5.677990000000000315e+00 4.085679999999999867e-01 4.783909999999999663e+00 9.975620000000000687e+01 5.164240000000000208e+01 6.233719999999999928e+00 6.074810000000000487e-01 3.047530000000000072e+00 1.003129999999999994e-01 1.120289999999999964e+01 1.282070000000000043e+01 9.400299999999999656e+00
-5.292229999999999990e+01 5.733430000000000248e+00 3.816809999999999945e+03 3.817230000000000018e+03 9.938089999999999691e+01 5.164889999999999759e+01 5.517210000000000170e-02 6.032960000000000544e-01 3.046739999999999782e+00 9.954259999999999309e+01 2.406619999999999891e+03 3.347329999999999917e+00 4.274279999999999746e-01 4.698509999999999742e+00 4.643080000000000318e+00 9.707390000000000185e+00 1.347109999999999985e+01 1.125259999999999927e+01
-4.929260000000000019e+01 7.717430000000000234e+00 3.815960000000000036e+03 3.822030000000000200e+03 9.971280000000000143e+01 5.164459999999999695e+01 2.421069999999999889e-01 5.983140000000000125e-01 3.050959999999999894e+00 9.952740000000000009e+01 2.479559999999999945e+03 3.258910000000000196e+00 4.611080000000000179e-01 4.696860000000000035e+00 3.146590000000000220e+00 8.838620000000000587e+00 1.479979999999999940e+01 7.969350000000000378e+00
-5.001469999999999771e+01 8.691869999999999763e+00 3.812610000000000127e+03 3.817539999999999964e+03 9.979500000000000171e+01 2.493489999999999782e+03 2.833660000000000068e-01 4.695340000000000069e-01 4.666859999999999786e+00 9.953489999999999327e+01 5.163770000000000238e+01 4.323479999999999990e+00 6.029449999999999532e-01 3.027369999999999894e+00 1.348959999999999937e+00 9.424010000000000886e+00 1.967970000000000041e+01 1.210430000000000028e+01
-4.974860000000000326e+01 9.282890000000000086e+00 3.811159999999999854e+03 3.820920000000000073e+03 9.977630000000000621e+01 5.164379999999999882e+01 1.731459999999999999e+00 6.112680000000000335e-01 3.059800000000000075e+00 9.906069999999999709e+01 2.479760000000000218e+03 3.763560000000000016e+00 4.564849999999999741e-01 4.686200000000000365e+00 4.290630000000000166e+00 9.725970000000000226e+00 1.600789999999999935e+01 1.000339999999999918e+01
-5.221390000000000242e+01 5.674949999999999939e+00 3.816380000000000109e+03 3.819130000000000109e+03 9.992199999999999704e+01 5.163889999999999958e+01 5.046459999999999724e+00 6.118679999999999675e-01 3.039590000000000014e+00 9.945430000000000348e+01 2.424059999999999945e+03 5.385860000000000092e+00 4.095329999999999804e-01 4.749410000000000132e+00 7.944440000000000390e-01 9.602959999999999496e+00 1.384759999999999991e+01 1.254540000000000077e+01
-5.291100000000000136e+01 5.659460000000000157e+00 3.812190000000000055e+03 3.823130000000000109e+03 9.917910000000000537e+01 5.164569999999999794e+01 1.848549999999999846e-02 5.941269999999999607e-01 3.034590000000000121e+00 9.974389999999999645e+01 2.472210000000000036e+03 3.612260000000000026e+00 4.289120000000000155e-01 4.714010000000000034e+00 4.454729999999999801e-02 1.201849999999999952e+01 1.000970000000000049e+01 1.281990000000000052e+01
-5.135119999999999862e+01 7.420069999999999943e+00 3.810739999999999782e+03 3.820380000000000109e+03 9.958899999999999864e+01 2.488380000000000109e+03 1.894139999999999990e-01 4.486780000000000213e-01 4.665519999999999889e+00 9.971359999999999957e+01 5.163770000000000238e+01 4.224940000000000140e+00 6.087420000000000053e-01 3.024579999999999824e+00 4.369519999999999627e+00 9.928290000000000504e+00 1.485810000000000031e+01 1.160580000000000034e+01
-5.400350000000000250e+01 4.053799999999999848e+00 3.815650000000000091e+03 3.823590000000000146e+03 9.974129999999999541e+01 5.164260000000000161e+01 9.573009999999999575e-01 5.980950000000000433e-01 3.076299999999999812e+00 9.931270000000000664e+01 2.470179999999999836e+03 4.792510000000000048e+00 4.515649999999999942e-01 4.700929999999999609e+00 6.907740000000000435e+00 1.033249999999999957e+01 1.683289999999999864e+01 9.314189999999999969e+00
-5.180349999999999966e+01 8.106279999999999930e+00 3.812320000000000164e+03 3.818690000000000055e+03 9.995610000000000639e+01 2.473590000000000146e+03 7.998300000000000409e-01 4.317230000000000234e-01 4.709590000000000387e+00 9.996649999999999636e+01 5.163900000000000290e+01 5.747279999999999944e+00 6.103009999999999824e-01 3.038569999999999993e+00 6.007189999999999586e+00 8.493280000000000385e+00 9.816900000000000404e+00 1.208680000000000021e+01
-5.268319999999999936e+01 5.929710000000000036e+00 3.814900000000000091e+03 3.821570000000000164e+03 9.987000000000000455e+01 5.163859999999999673e+01 3.212520000000000042e+00 6.167599999999999749e-01 3.030930000000000124e+00 9.954439999999999600e+01 2.453309999999999945e+03 5.832390000000000185e+00 4.205130000000000257e-01 4.745930000000000426e+00 3.060470000000000024e+00 1.070100000000000051e+01 1.662229999999999919e+01 9.347429999999999239e+00
-5.066510000000000247e+01 7.585049999999999848e+00 3.810610000000000127e+03 3.821619999999999891e+03 9.992810000000000059e+01 2.488409999999999854e+03 2.305490000000000039e-01 4.508800000000000030e-01 4.708090000000000330e+00 9.947780000000000200e+01 5.163770000000000238e+01 4.255560000000000009e+00 6.025509999999999478e-01 3.041389999999999816e+00 5.310389999999999944e+00 9.972179999999999822e+00 1.478669999999999973e+01 9.027100000000000790e+00
-5.044939999999999714e+01 7.821390000000000065e+00 3.809489999999999782e+03 3.820230000000000018e+03 9.966349999999999909e+01 5.164390000000000214e+01 2.249239999999999906e+00 6.040370000000000461e-01 3.041690000000000005e+00 9.903010000000000446e+01 2.435099999999999909e+03 2.831069999999999975e+00 4.279850000000000043e-01 4.704819999999999780e+00 7.424690000000000456e-02 1.031499999999999950e+01 1.365240000000000009e+01 9.687419999999999476e+00
-4.887740000000000151e+01 8.808719999999999217e+00 3.812769999999999982e+03 3.819019999999999982e+03 9.971420000000000528e+01 5.164379999999999882e+01 1.769430000000000058e+00 6.061029999999999474e-01 3.036659999999999915e+00 9.999739999999999895e+01 2.479760000000000218e+03 3.787500000000000089e+00 4.528090000000000170e-01 4.628120000000000012e+00 4.810090000000000199e-02 8.988799999999999457e+00 1.712259999999999849e+01 1.369599999999999973e+01
-5.221390000000000242e+01 5.674949999999999939e+00 3.816380000000000109e+03 3.819130000000000109e+03 9.992199999999999704e+01 5.163889999999999958e+01 5.046459999999999724e+00 6.118679999999999675e-01 3.039590000000000014e+00 9.945430000000000348e+01 2.424059999999999945e+03 5.385860000000000092e+00 4.095329999999999804e-01 4.749410000000000132e+00 7.944440000000000390e-01 9.602959999999999496e+00 1.384759999999999991e+01 1.254540000000000077e+01
-5.164119999999999777e+01 6.346199999999999619e+00 3.808119999999999891e+03 3.817150000000000091e+03 9.974250000000000682e+01 5.163779999999999859e+01 5.082169999999999632e+00 5.893509999999999582e-01 3.037980000000000125e+00 9.985680000000000689e+01 2.472900000000000091e+03 5.375869999999999926e+00 4.341039999999999899e-01 4.637059999999999960e+00 3.853089999999999904e+00 9.107789999999999608e+00 9.682169999999999277e+00 1.025489999999999924e+01
-5.078549999999999898e+01 7.090329999999999799e+00 3.809960000000000036e+03 3.816510000000000218e+03 9.967700000000000671e+01 5.164059999999999917e+01 2.097160000000000135e+00 6.079970000000000097e-01 3.057749999999999968e+00 9.998539999999999850e+01 2.464500000000000000e+03 2.975909999999999833e+00 4.305840000000000223e-01 4.663770000000000415e+00 5.730730000000000324e+00 9.832599999999999341e+00 1.400730000000000075e+01 9.733370000000000744e+00
-5.154590000000000316e+01 3.807669999999999888e+00 3.813610000000000127e+03 3.817849999999999909e+03 9.988779999999999859e+01 5.164079999999999870e+01 3.163180000000000103e+00 6.131849999999999801e-01 3.042969999999999953e+00 9.950600000000000023e+01 2.445900000000000091e+03 5.662630000000000052e+00 4.234350000000000058e-01 4.681449999999999889e+00 1.564810000000000034e+00 1.026740000000000030e+01 8.105529999999999902e+00 1.189959999999999951e+01
-5.352340000000000231e+01 2.330569999999999808e+00 3.813929999999999836e+03 3.816130000000000109e+03 9.983809999999999718e+01 2.453130000000000109e+03 5.353979999999999961e+00 4.080420000000000158e-01 4.773179999999999978e+00 9.913410000000000366e+01 5.164240000000000208e+01 6.217410000000000103e+00 6.136509999999999465e-01 3.042009999999999881e+00 5.575510000000000410e+00 1.078570000000000029e+01 1.228439999999999976e+01 1.319989999999999952e+01
-5.461950000000000216e+01 6.170689999999999564e+00 3.814139999999999873e+03 3.818320000000000164e+03 9.976640000000000441e+01 5.164059999999999917e+01 2.101649999999999796e+00 6.000469999999999970e-01 3.042339999999999822e+00 9.936570000000000391e+01 2.437570000000000164e+03 2.917689999999999895e+00 4.152509999999999812e-01 4.774469999999999992e+00 5.327770000000000117e+00 9.627090000000000813e+00 9.206649999999999778e+00 1.332750000000000057e+01
-5.216890000000000072e+01 6.390679999999999694e+00 3.813179999999999836e+03 3.817130000000000109e+03 9.979659999999999798e+01 5.163750000000000284e+01 3.276660000000000128e+00 5.912600000000000078e-01 3.040210000000000079e+00 9.996349999999999625e+01 2.458130000000000109e+03 5.597310000000000230e+00 4.209629999999999761e-01 4.698590000000000266e+00 7.620029999999999859e+00 9.441420000000000812e+00 1.177529999999999966e+01 9.443789999999999907e+00
-5.100999999999999801e+01 6.119130000000000180e+00 3.813079999999999927e+03 3.816380000000000109e+03 9.995850000000000080e+01 5.164130000000000109e+01 1.034500000000000003e-01 6.010790000000000299e-01 3.037580000000000169e+00 9.940030000000000143e+01 2.447440000000000055e+03 3.296139999999999848e+00 4.147179999999999755e-01 4.756820000000000270e+00 1.122419999999999946e-01 1.019800000000000040e+01 5.956400000000000361e+00 1.327439999999999998e+01
-5.115699999999999648e+01 7.050360000000000404e+00 3.809579999999999927e+03 3.816760000000000218e+03 9.943340000000000600e+01 5.163859999999999673e+01 3.224819999999999798e+00 6.001290000000000235e-01 3.032719999999999860e+00 9.994809999999999661e+01 2.480550000000000182e+03 5.797349999999999781e+00 4.344439999999999968e-01 4.626310000000000144e+00 6.255910000000000082e+00 1.075820000000000043e+01 1.793380000000000152e+01 1.259880000000000067e+01
-4.906799999999999784e+01 6.650199999999999889e+00 3.811440000000000055e+03 3.816750000000000000e+03 9.965389999999999304e+01 5.164350000000000307e+01 2.469919999999999893e-01 6.105800000000000116e-01 3.042289999999999939e+00 9.998879999999999768e+01 2.472079999999999927e+03 3.308580000000000076e+00 4.479420000000000068e-01 4.654349999999999987e+00 3.570559999999999845e-01 9.910959999999999326e+00 1.203580000000000005e+01 1.429340000000000011e+01
-5.031889999999999930e+01 7.690229999999999677e+00 3.812559999999999945e+03 3.821750000000000000e+03 9.927620000000000289e+01 2.455579999999999927e+03 5.366480000000000139e+00 4.445580000000000087e-01 4.700219999999999843e+00 9.980469999999999686e+01 5.164240000000000208e+01 6.203940000000000232e+00 5.969710000000000294e-01 3.038510000000000044e+00 1.882590000000000097e-01 8.609769999999999257e+00 1.375699999999999967e+01 1.173649999999999949e+01
-5.316190000000000282e+01 4.626750000000000362e+00 3.815000000000000000e+03 3.825070000000000164e+03 9.985280000000000200e+01 2.490519999999999982e+03 5.476200000000000401e+00 4.336990000000000012e-01 4.706870000000000331e+00 9.975260000000000105e+01 5.164459999999999695e+01 6.201109999999999900e+00 6.015669999999999629e-01 3.051969999999999850e+00 3.586819999999999897e+00 1.026810000000000045e+01 1.295800000000000018e+01 1.173789999999999978e+01
-5.172209999999999752e+01 6.738900000000000112e+00 3.810860000000000127e+03 3.818429999999999836e+03 9.987529999999999575e+01 2.488400000000000091e+03 2.098970000000000002e-01 4.425430000000000197e-01 4.706439999999999735e+00 9.935490000000000066e+01 5.163770000000000238e+01 4.314259999999999984e+00 5.942549999999999777e-01 3.050260000000000193e+00 6.187330000000000219e+00 9.824469999999999814e+00 1.255969999999999942e+01 1.163819999999999943e+01
-5.482169999999999987e+01 5.247510000000000119e+00 3.815949999999999818e+03 3.816510000000000218e+03 9.947199999999999420e+01 5.163949999999999818e+01 2.078939999999999788e+00 6.012659999999999672e-01 3.072859999999999925e+00 9.953230000000000643e+01 2.430389999999999873e+03 3.076090000000000213e+00 4.085520000000000262e-01 4.792760000000000353e+00 7.433970000000000411e+00 9.739380000000000592e+00 2.243660000000000099e-02 1.265779999999999994e+01
-5.215919999999999845e+01 6.738260000000000360e+00 3.812699999999999818e+03 3.821070000000000164e+03 9.986320000000000618e+01 5.163889999999999958e+01 5.060679999999999623e+00 5.992389999999999661e-01 3.035439999999999916e+00 9.944939999999999714e+01 2.462989999999999782e+03 5.391339999999999577e+00 4.461350000000000038e-01 4.735210000000000363e+00 1.994370000000000032e-01 9.751049999999999329e+00 1.048830000000000062e+01 1.046509999999999962e+01
-4.989050000000000296e+01 8.088219999999999743e+00 3.811389999999999873e+03 3.819349999999999909e+03 9.979869999999999663e+01 5.164170000000000016e+01 2.240889999999999826e+00 6.141039999999999832e-01 3.038769999999999971e+00 9.999160000000000537e+01 2.459489999999999782e+03 2.784279999999999866e+00 4.338899999999999979e-01 4.678009999999999557e+00 1.787320000000000020e-01 8.868190000000000239e+00 1.004240000000000066e+01 1.526120000000000054e+01
-5.528379999999999939e+01 5.416909999999999670e+00 3.810210000000000036e+03 3.818199999999999818e+03 9.982689999999999486e+01 5.163839999999999719e+01 2.063699999999999868e+00 5.996230000000000171e-01 3.074009999999999909e+00 9.994910000000000139e+01 2.430360000000000127e+03 3.022730000000000139e+00 4.024400000000000199e-01 4.754540000000000433e+00 6.655640000000000001e+00 1.053139999999999965e+01 5.265570000000000306e+00 1.108719999999999928e+01
-5.190570000000000306e+01 5.768410000000000259e+00 3.810570000000000164e+03 3.821420000000000073e+03 9.990869999999999607e+01 5.163779999999999859e+01 5.017830000000000013e+00 6.138869999999999605e-01 3.061110000000000220e+00 9.994280000000000541e+01 2.482949999999999818e+03 5.437660000000000160e+00 4.481870000000000021e-01 4.742709999999999759e+00 4.652260000000000062e+00 1.051459999999999972e+01 1.789209999999999923e+01 7.599099999999999966e+00
-5.596000000000000085e+01 3.288879999999999804e+00 3.810230000000000018e+03 3.817360000000000127e+03 9.992499999999999716e+01 5.164390000000000214e+01 2.225070000000000103e+00 6.153300000000000436e-01 3.057980000000000143e+00 9.994989999999999952e+01 2.432699999999999818e+03 2.826909999999999812e+00 4.097830000000000084e-01 4.785409999999999719e+00 7.060620000000000118e+00 1.166119999999999912e+01 1.269350000000000023e+01 1.260089999999999932e+01
