#  gamma_0, K_0, T_0, phi_0, ecc_0, omega_0, K_1, T_1, phi_1, ecc_1, omega_1, sigma_0, 
# 
3.763709999999999667e+01 9.936260000000000048e+01 5.162760000000000105e+01 2.481910000000000061e+00 6.109890000000000043e-01 3.091260000000000119e+00 8.964530000000000598e+01 1.383460000000000036e+03 3.760369999999999990e+00 3.512270000000000114e-01 4.078739999999999810e+00 1.024479999999999968e+01
1.366769999999999996e+01 9.944169999999999732e+01 5.159779999999999944e+01 5.629970000000000141e+00 5.976200000000000401e-01 3.045150000000000023e+00 9.724230000000000018e+01 2.473579999999999927e+03 7.360609999999999653e-01 5.065880000000000383e-01 4.760019999999999918e+00 1.171700000000000053e+01
2.205430000000000135e+01 9.950260000000000105e+01 5.165290000000000248e+01 4.274070000000000036e+00 5.979590000000000183e-01 2.973749999999999893e+00 9.494270000000000209e+01 1.985470000000000027e+03 1.812589999999999923e+00 4.381519999999999859e-01 4.549400000000000333e+00 8.883269999999999555e+00
3.306660000000000110e+01 9.953390000000000271e+01 5.164849999999999852e+01 3.739980000000000082e+00 5.969020000000000437e-01 3.049189999999999845e+00 8.962720000000000198e+01 1.543519999999999982e+03 3.073640000000000150e+00 3.725979999999999848e-01 4.256750000000000256e+00 9.317569999999999908e+00
2.112509999999999977e+01 9.941490000000000293e+01 5.162819999999999965e+01 5.750729999999999897e+00 5.836970000000000214e-01 3.001090000000000035e+00 9.678610000000000468e+01 1.909450000000000045e+03 6.173790000000000111e-01 4.123879999999999768e-01 4.431180000000000341e+00 9.121579999999999799e+00
4.546849999999999881e+01 9.956260000000000332e+01 5.161979999999999791e+01 1.330740000000000034e+00 5.811150000000000482e-01 3.056249999999999911e+00 9.104210000000000491e+01 1.164140000000000100e+03 3.168969999999999843e+00 3.325670000000000015e-01 3.714039999999999786e+00 1.205910000000000082e+01
1.768769999999999953e+01 9.963469999999999516e+01 5.160920000000000130e+01 2.922270000000000145e+00 6.208289999999999642e-01 3.033879999999999910e+00 9.710680000000000689e+01 1.689559999999999945e+03 5.457799999999999763e+00 2.873990000000000156e-01 4.481220000000000425e+00 1.032850000000000001e+01
9.450129999999999697e+00 9.988110000000000355e+01 5.167320000000000135e+01 1.866509999999999891e+00 5.977440000000000531e-01 3.025879999999999903e+00 9.288729999999999620e+01 2.484070000000000164e+03 1.810689999999999911e+00 4.802159999999999762e-01 4.906839999999999868e+00 1.143350000000000044e+01
1.414259999999999984e+01 9.803029999999999688e+01 5.161209999999999809e+01 8.615570000000000173e-01 6.015559999999999796e-01 3.022279999999999855e+00 9.835559999999999548e+01 1.790230000000000018e+03 3.286719999999999864e+00 2.690930000000000266e-01 4.559529999999999639e+00 1.172509999999999941e+01
1.076590000000000025e+01 9.990519999999999357e+01 5.165120000000000289e+01 5.649480000000000057e-01 6.183020000000000183e-01 3.025910000000000100e+00 9.689079999999999870e+01 2.138050000000000182e+03 2.917609999999999815e+00 3.903200000000000003e-01 4.721210000000000129e+00 8.694739999999999469e+00
1.944559999999999889e+01 9.951850000000000307e+01 5.161549999999999727e+01 1.405010000000000092e+00 6.115490000000000093e-01 2.996500000000000163e+00 9.323609999999999332e+01 2.093070000000000164e+03 5.058569999999999567e+00 4.235119999999999996e-01 4.630049999999999777e+00 1.027270000000000039e+01
1.571570000000000000e+01 9.892040000000000077e+01 5.165039999999999765e+01 2.450559999999999850e+00 6.031009999999999982e-01 3.064939999999999998e+00 9.666030000000000655e+01 1.957599999999999909e+03 4.349479999999999791e+00 3.532060000000000199e-01 4.570289999999999964e+00 1.047509999999999941e+01
2.046059999999999945e+01 9.952740000000000009e+01 5.162700000000000244e+01 5.007259999999999600e+00 6.168930000000000247e-01 3.019249999999999989e+00 9.412109999999999843e+01 1.957470000000000027e+03 3.843550000000000022e+00 4.448349999999999804e-01 4.478679999999999772e+00 8.478139999999999787e+00
1.326549999999999940e+01 9.857689999999999486e+01 5.161549999999999727e+01 1.492690000000000072e+00 6.003619999999999512e-01 3.046969999999999956e+00 9.699920000000000186e+01 2.134949999999999818e+03 5.066119999999999735e+00 4.368079999999999741e-01 4.602879999999999860e+00 8.107250000000000512e+00
2.078659999999999997e+01 9.886469999999999914e+01 5.160990000000000322e+01 5.620420000000000416e-01 6.067529999999999868e-01 3.058739999999999792e+00 9.156010000000000559e+01 1.868650000000000091e+03 1.883849999999999969e-01 3.745530000000000248e-01 4.564619999999999678e+00 1.143430000000000035e+01
3.465090000000000003e+01 9.997599999999999909e+01 5.159759999999999991e+01 4.566709999999999603e+00 6.081499999999999684e-01 3.063429999999999875e+00 8.776670000000000016e+01 1.585400000000000091e+03 2.973910000000000053e+00 4.057859999999999800e-01 4.254660000000000331e+00 9.742010000000000502e+00
2.062819999999999965e+01 9.972180000000000177e+01 5.169440000000000168e+01 5.220880000000000187e+00 6.018569999999999753e-01 3.005910000000000082e+00 9.884130000000000393e+01 1.662549999999999955e+03 1.796969999999999956e+00 3.258679999999999910e-01 4.388950000000000351e+00 1.056799999999999962e+01
3.470389999999999731e+01 9.960339999999999350e+01 5.161119999999999663e+01 1.617029999999999967e+00 6.037299999999999889e-01 2.997479999999999922e+00 9.331300000000000239e+01 1.420799999999999955e+03 1.370929999999999982e+00 3.182329999999999881e-01 4.038569999999999993e+00 9.661910000000000664e+00
3.613150000000000261e+01 9.963809999999999434e+01 5.158850000000000335e+01 2.510460000000000136e+00 5.730309999999999571e-01 3.037500000000000089e+00 9.281560000000000343e+01 1.329720000000000027e+03 5.905800000000000161e+00 3.638770000000000060e-01 3.935080000000000133e+00 1.027430000000000021e+01
3.783789999999999765e+01 9.600140000000000384e+01 5.158870000000000289e+01 3.746659999999999879e+00 5.912789999999999990e-01 2.956989999999999785e+00 8.762839999999999918e+01 1.582089999999999918e+03 1.493600000000000039e+00 4.452420000000000266e-01 4.197949999999999626e+00 1.094650000000000034e+01
-4.319219999999999615e+00 9.981140000000000612e+01 5.162599999999999767e+01 6.004150000000000098e+00 6.258179999999999854e-01 3.001240000000000130e+00 9.839650000000000318e+01 4.638079999999999927e+03 3.658070000000000072e-02 6.585370000000000390e-01 4.939470000000000027e+00 9.626120000000000232e+00
3.545060000000000144e+01 9.945499999999999829e+01 5.162230000000000274e+01 3.114409999999999901e+00 5.761319999999999775e-01 3.039750000000000174e+00 9.439310000000000400e+01 1.307789999999999964e+03 1.395730000000000026e-01 2.991900000000000115e-01 3.783920000000000172e+00 1.145579999999999998e+01
4.143829999999999814e+01 9.966979999999999507e+01 5.162199999999999989e+01 1.737370000000000081e+00 5.995319999999999538e-01 2.984729999999999883e+00 9.122450000000000614e+01 1.321869999999999891e+03 6.117930000000000312e+00 3.683589999999999920e-01 4.017089999999999606e+00 1.030039999999999978e+01
2.142439999999999856e+01 9.937080000000000268e+01 5.164220000000000255e+01 4.989300000000000068e+00 6.043600000000000083e-01 3.081649999999999778e+00 9.201069999999999993e+01 2.107050000000000182e+03 3.727510000000000101e+00 4.538300000000000112e-01 4.501739999999999853e+00 1.031610000000000049e+01
4.314240000000000208e+01 9.972629999999999484e+01 5.163900000000000290e+01 5.502139999999999809e+00 6.090799999999999548e-01 3.065990000000000215e+00 9.025220000000000198e+01 1.170440000000000055e+03 5.470699999999999896e+00 3.118819999999999926e-01 3.628060000000000063e+00 1.011710000000000065e+01
3.430740000000000123e+01 9.892059999999999320e+01 5.161740000000000350e+01 1.993679999999999897e-01 6.066550000000000553e-01 2.991099999999999870e+00 8.612229999999999563e+01 1.606269999999999982e+03 3.667710000000000026e+00 3.972479999999999900e-01 4.300410000000000288e+00 1.176960000000000051e+01
1.912640000000000029e+01 9.839560000000000173e+01 5.161580000000000013e+01 3.089580000000000215e+00 6.184180000000000232e-01 2.964939999999999909e+00 9.595959999999999468e+01 1.931859999999999900e+03 6.186689999999999579e+00 3.791660000000000030e-01 4.602630000000000443e+00 9.707140000000000768e+00
2.771219999999999928e+01 9.839379999999999882e+01 5.162440000000000140e+01 2.941520000000000135e+00 5.842789999999999928e-01 3.032500000000000195e+00 9.298300000000000409e+01 1.557170000000000073e+03 2.628140000000000143e+00 2.973190000000000000e-01 4.305039999999999978e+00 1.116450000000000031e+01
3.236950000000000216e+01 9.970340000000000202e+01 5.162469999999999715e+01 4.460009999999999586e+00 5.841899999999999871e-01 2.994839999999999947e+00 9.528209999999999980e+01 1.492160000000000082e+03 4.883840000000000181e+00 3.460539999999999727e-01 4.199180000000000135e+00 9.672040000000000859e+00
3.242249999999999943e+01 9.995099999999999341e+01 5.165429999999999922e+01 5.795659999999999812e+00 6.216089999999999671e-01 3.057749999999999968e+00 8.856000000000000227e+01 1.484359999999999900e+03 8.162169999999999703e-01 3.461899999999999977e-01 4.200309999999999988e+00 9.878209999999999269e+00
4.079099999999999682e+01 9.940989999999999327e+01 5.162550000000000239e+01 3.041859999999999786e+00 5.888550000000000173e-01 3.043569999999999887e+00 9.535999999999999943e+01 1.284509999999999991e+03 1.415389999999999981e-01 3.235120000000000218e-01 3.828019999999999978e+00 8.863490000000000535e+00
2.491989999999999839e+01 9.979399999999999693e+01 5.164670000000000272e+01 6.076389999999999958e+00 6.005629999999999580e-01 3.015569999999999862e+00 9.854489999999999839e+01 1.542990000000000009e+03 6.029910000000000103e+00 2.756069999999999909e-01 4.182649999999999757e+00 9.764390000000000569e+00
2.185050000000000026e+01 9.980580000000000496e+01 5.160960000000000036e+01 5.176929999999999588e+00 6.086909999999999821e-01 3.036509999999999820e+00 8.926659999999999684e+01 2.336119999999999891e+03 4.796590000000000131e+00 5.110860000000000403e-01 4.570509999999999629e+00 1.062190000000000012e+01
2.142439999999999856e+01 9.937080000000000268e+01 5.164220000000000255e+01 4.989300000000000068e+00 6.043600000000000083e-01 3.081649999999999778e+00 9.201069999999999993e+01 2.107050000000000182e+03 3.727510000000000101e+00 4.538300000000000112e-01 4.501739999999999853e+00 1.031610000000000049e+01
4.671699999999999875e+01 9.969039999999999679e+01 5.166100000000000136e+01 5.332240000000000313e-01 6.045399999999999663e-01 3.004140000000000033e+00 8.674720000000000653e+01 1.216990000000000009e+03 1.750990000000000046e-01 3.668390000000000262e-01 3.852209999999999912e+00 1.071149999999999913e+01
2.190940000000000154e+01 9.801470000000000482e+01 5.160289999999999822e+01 3.836469999999999825e+00 5.894209999999999727e-01 2.989500000000000046e+00 9.836499999999999488e+01 1.775400000000000091e+03 5.606959999999999722e-01 3.729180000000000272e-01 4.426350000000000229e+00 9.681960000000000122e+00
-6.532140000000000057e+00 9.697020000000000550e+01 5.162599999999999767e+01 6.038710000000000022e+00 6.186650000000000205e-01 2.973559999999999981e+00 9.990760000000000218e+01 4.638100000000000364e+03 6.157019999999999854e-02 6.439489999999999936e-01 4.935380000000000322e+00 1.091210000000000058e+01
4.204260000000000019e+01 9.918139999999999645e+01 5.162339999999999662e+01 3.045840000000000103e+00 5.917630000000000390e-01 3.013920000000000154e+00 9.090709999999999980e+01 1.228559999999999945e+03 1.976110000000000089e-01 3.130109999999999837e-01 3.774030000000000218e+00 9.303269999999999484e+00
2.123199999999999932e+01 9.987319999999999709e+01 5.163629999999999853e+01 2.380370000000000097e+00 6.084580000000000544e-01 2.998260000000000147e+00 9.346200000000000330e+01 2.161570000000000164e+03 6.014070000000000249e+00 4.749220000000000108e-01 4.562770000000000437e+00 9.897729999999999251e+00
3.867349999999999710e+01 9.925650000000000261e+01 5.165559999999999974e+01 9.576719999999999677e-01 6.146260000000000057e-01 3.038629999999999942e+00 8.859720000000000084e+01 1.514710000000000036e+03 1.575479999999999992e+00 4.371700000000000030e-01 4.151139999999999830e+00 9.414519999999999555e+00
4.547090000000000032e+01 9.828669999999999618e+01 5.163700000000000045e+01 1.434189999999999909e-01 6.095180000000000042e-01 3.047639999999999905e+00 8.963540000000000418e+01 1.206190000000000055e+03 6.247359999999999580e+00 3.466119999999999757e-01 3.736749999999999794e+00 1.026239999999999952e+01
1.565249999999999986e+01 9.754859999999999332e+01 5.163409999999999656e+01 2.509970000000000034e+00 6.184619999999999562e-01 2.993370000000000086e+00 9.538809999999999434e+01 2.282199999999999818e+03 5.965810000000000279e+00 4.588690000000000269e-01 4.592290000000000205e+00 9.539619999999999322e+00
2.751460000000000150e+01 9.949330000000000496e+01 5.165639999999999787e+01 5.684190000000000076e+00 6.085669999999999691e-01 3.043460000000000054e+00 9.224379999999999313e+01 1.682920000000000073e+03 8.463209999999999900e-01 3.739750000000000019e-01 4.470399999999999707e+00 1.095780000000000065e+01
1.624159999999999826e+01 9.827439999999999998e+01 5.159020000000000294e+01 5.768670000000000186e+00 6.217080000000000384e-01 3.024560000000000137e+00 9.779949999999999477e+01 2.014380000000000109e+03 1.511730000000000018e-01 4.106250000000000178e-01 4.517730000000000246e+00 9.556179999999999453e+00
1.953689999999999927e+01 9.918940000000000623e+01 5.163459999999999894e+01 5.175089999999999968e+00 5.970090000000000119e-01 3.027000000000000135e+00 9.835890000000000555e+01 1.814269999999999982e+03 4.223460000000000214e+00 3.642170000000000130e-01 4.575160000000000338e+00 9.280559999999999476e+00
2.185050000000000026e+01 9.980580000000000496e+01 5.160960000000000036e+01 5.176929999999999588e+00 6.086909999999999821e-01 3.036509999999999820e+00 8.926659999999999684e+01 2.336119999999999891e+03 4.796590000000000131e+00 5.110860000000000403e-01 4.570509999999999629e+00 1.062190000000000012e+01
3.561520000000000152e+01 9.965120000000000289e+01 5.159459999999999980e+01 6.267019999999999591e+00 6.205399999999999805e-01 3.011019999999999808e+00 8.778470000000000084e+01 1.509730000000000018e+03 5.826640000000000263e+00 3.916350000000000109e-01 4.061230000000000118e+00 9.099349999999999383e+00
9.975049999999999528e+00 9.959390000000000498e+01 5.160510000000000019e+01 4.255169999999999675e+00 6.095450000000000035e-01 3.046380000000000088e+00 9.846890000000000498e+01 2.408429999999999836e+03 1.856789999999999941e+00 4.562490000000000157e-01 4.689799999999999969e+00 1.006930000000000014e+01
3.242249999999999943e+01 9.995099999999999341e+01 5.165429999999999922e+01 5.795659999999999812e+00 6.216089999999999671e-01 3.057749999999999968e+00 8.856000000000000227e+01 1.484359999999999900e+03 8.162169999999999703e-01 3.461899999999999977e-01 4.200309999999999988e+00 9.878209999999999269e+00
1.956229999999999913e+00 9.874250000000000682e+01 5.162599999999999767e+01 5.958829999999999849e+00 5.923910000000000009e-01 3.032729999999999926e+00 9.664100000000000534e+01 4.638109999999999673e+03 7.236460000000000115e-02 6.579220000000000068e-01 4.869780000000000442e+00 1.034570000000000078e+01
3.965189999999999770e+01 9.991589999999999350e+01 5.163040000000000163e+01 6.157750000000000057e+00 5.998310000000000031e-01 2.972869999999999902e+00 8.573709999999999809e+01 1.549569999999999936e+03 4.307870000000000310e+00 4.336849999999999872e-01 4.231930000000000192e+00 1.077510000000000012e+01
1.624159999999999826e+01 9.827439999999999998e+01 5.159020000000000294e+01 5.768670000000000186e+00 6.217080000000000384e-01 3.024560000000000137e+00 9.779949999999999477e+01 2.014380000000000109e+03 1.511730000000000018e-01 4.106250000000000178e-01 4.517730000000000246e+00 9.556179999999999453e+00
7.492709999999999759e+00 9.887040000000000362e+01 5.164759999999999707e+01 5.035849999999999937e+00 6.144880000000000342e-01 2.956399999999999917e+00 9.808069999999999311e+01 2.586500000000000000e+03 2.637020000000000142e+00 4.874620000000000064e-01 4.784040000000000070e+00 1.071250000000000036e+01
2.533849999999999980e+01 9.948529999999999518e+01 5.164439999999999742e+01 5.168140000000000178e+00 5.993490000000000206e-01 3.063629999999999853e+00 9.175950000000000273e+01 1.825049999999999955e+03 4.237079999999999735e+00 3.965389999999999748e-01 4.462850000000000428e+00 9.286730000000000373e+00
1.465210000000000079e+01 9.976590000000000202e+01 5.160240000000000293e+01 1.106849999999999890e+00 5.989630000000000232e-01 3.069479999999999986e+00 9.995279999999999632e+01 1.805490000000000009e+03 5.434839999999999671e-01 2.896630000000000038e-01 4.712550000000000239e+00 1.067350000000000065e+01
1.956650000000000134e+01 9.947419999999999618e+01 5.163949999999999818e+01 2.327980000000000160e+00 6.103720000000000256e-01 3.011000000000000121e+00 9.380870000000000175e+01 1.839960000000000036e+03 3.538949999999999818e+00 3.591730000000000200e-01 4.512880000000000003e+00 9.774210000000000065e+00
2.806820000000000093e+01 9.990689999999999316e+01 5.160370000000000346e+01 2.370439999999999880e+00 6.170639999999999459e-01 3.052799999999999958e+00 8.811199999999999477e+01 1.717720000000000027e+03 4.223460000000000214e+00 3.935029999999999917e-01 4.368339999999999890e+00 8.320759999999999934e+00
1.565249999999999986e+01 9.754859999999999332e+01 5.163409999999999656e+01 2.509970000000000034e+00 6.184619999999999562e-01 2.993370000000000086e+00 9.538809999999999434e+01 2.282199999999999818e+03 5.965810000000000279e+00 4.588690000000000269e-01 4.592290000000000205e+00 9.539619999999999322e+00
2.322840000000000060e+01 9.931950000000000500e+01 5.164020000000000010e+01 1.057720000000000049e-01 6.084490000000000176e-01 3.051610000000000156e+00 9.681959999999999411e+01 1.698640000000000100e+03 3.966149999999999842e+00 3.017119999999999802e-01 4.415779999999999816e+00 9.313810000000000144e+00
4.934859999999999758e+01 9.984560000000000457e+01 5.160470000000000113e+01 1.641329999999999956e+00 5.973659999999999526e-01 3.033970000000000056e+00 9.104890000000000327e+01 1.156180000000000064e+03 1.927730000000000068e-02 3.858770000000000255e-01 3.700670000000000126e+00 9.267749999999999488e+00
2.318250000000000099e+01 9.944910000000000139e+01 5.163499999999999801e+01 1.271220000000000017e+00 6.171459999999999724e-01 3.059470000000000134e+00 9.194329999999999359e+01 1.636769999999999982e+03 1.764199999999999935e-01 3.509479999999999822e-01 4.466949999999999754e+00 1.091060000000000052e+01
2.651099999999999923e+01 9.917040000000000077e+01 5.162519999999999953e+01 8.711480000000000334e-01 5.955690000000000150e-01 2.997669999999999835e+00 9.673180000000000689e+01 1.527150000000000091e+03 2.897390000000000132e+00 2.793189999999999840e-01 4.214220000000000077e+00 1.061640000000000050e+01
2.474620000000000175e+01 9.985179999999999723e+01 5.162360000000000326e+01 4.417869999999999742e+00 5.973000000000000531e-01 3.033939999999999859e+00 9.753509999999999991e+01 1.488569999999999936e+03 5.247189999999999799e+00 2.191569999999999907e-01 4.164329999999999643e+00 1.053410000000000046e+01
3.173440000000000083e+01 9.985859999999999559e+01 5.161059999999999803e+01 4.860120000000000218e+00 5.964549999999999574e-01 3.030520000000000103e+00 9.045879999999999654e+01 1.593470000000000027e+03 1.923780000000000046e+00 4.058820000000000205e-01 4.329010000000000247e+00 9.283699999999999619e+00
2.686749999999999972e+01 9.865709999999999980e+01 5.162969999999999970e+01 2.278169999999999806e+00 5.844620000000000370e-01 3.026359999999999939e+00 9.400339999999999918e+01 1.639450000000000045e+03 2.976049999999999862e+00 3.507850000000000135e-01 4.458009999999999806e+00 1.105959999999999965e+01
4.057560000000000144e+01 9.999330000000000496e+01 5.163700000000000045e+01 1.425150000000000028e-01 6.021100000000000341e-01 3.087790000000000035e+00 9.643899999999999295e+01 1.206190000000000055e+03 4.397720000000000101e-02 3.052610000000000046e-01 3.640820000000000167e+00 1.147530000000000072e+01
2.175720000000000098e+01 9.974850000000000705e+01 5.164110000000000156e+01 5.388069999999999915e+00 6.126420000000000199e-01 2.967740000000000045e+00 9.400060000000000571e+01 1.770940000000000055e+03 3.783780000000000143e+00 3.756880000000000219e-01 4.416280000000000427e+00 1.039259999999999984e+01
2.751460000000000150e+01 9.949330000000000496e+01 5.165639999999999787e+01 5.684190000000000076e+00 6.085669999999999691e-01 3.043460000000000054e+00 9.224379999999999313e+01 1.682920000000000073e+03 8.463209999999999900e-01 3.739750000000000019e-01 4.470399999999999707e+00 1.095780000000000065e+01
-6.532140000000000057e+00 9.697020000000000550e+01 5.162599999999999767e+01 6.038710000000000022e+00 6.186650000000000205e-01 2.973559999999999981e+00 9.990760000000000218e+01 4.638100000000000364e+03 6.157019999999999854e-02 6.439489999999999936e-01 4.935380000000000322e+00 1.091210000000000058e+01
9.697300000000000253e+00 9.966330000000000666e+01 5.161209999999999809e+01 8.805060000000000109e-01 6.168200000000000349e-01 3.033040000000000180e+00 9.894679999999999609e+01 2.401340000000000146e+03 1.773290000000000033e+00 4.609889999999999821e-01 4.710239999999999760e+00 1.017699999999999960e+01
1.741280000000000072e+01 9.807420000000000471e+01 5.158460000000000178e+01 4.632760000000000211e+00 6.028940000000000410e-01 3.060599999999999987e+00 9.879540000000000077e+01 1.773420000000000073e+03 3.397159999999999958e+00 3.483129999999999837e-01 4.427279999999999660e+00 1.214850000000000030e+01
2.520929999999999893e+01 9.741989999999999839e+01 5.165229999999999677e+01 7.333389999999999631e-01 5.848670000000000258e-01 3.012690000000000090e+00 9.704110000000000014e+01 1.609809999999999945e+03 5.962290000000000312e+00 3.472359999999999891e-01 4.237960000000000171e+00 1.215930000000000000e+01
3.479240000000000066e+01 9.997530000000000427e+01 5.164470000000000027e+01 7.819390000000000507e-01 5.895340000000000025e-01 3.022100000000000009e+00 9.091580000000000439e+01 1.470329999999999927e+03 2.316980000000000040e+00 3.702289999999999748e-01 4.139840000000000408e+00 1.040920000000000023e+01
3.242249999999999943e+01 9.995099999999999341e+01 5.165429999999999922e+01 5.795659999999999812e+00 6.216089999999999671e-01 3.057749999999999968e+00 8.856000000000000227e+01 1.484359999999999900e+03 8.162169999999999703e-01 3.461899999999999977e-01 4.200309999999999988e+00 9.878209999999999269e+00
3.633200000000000074e+01 9.885070000000000334e+01 5.160990000000000322e+01 5.698109999999999564e-01 5.948719999999999564e-01 3.036900000000000155e+00 8.779219999999999402e+01 1.570809999999999945e+03 5.609330000000000149e-01 4.232409999999999783e-01 4.274009999999999643e+00 9.735929999999999751e+00
2.956830000000000069e+01 9.898659999999999570e+01 5.161849999999999739e+01 6.258639999999999759e+00 6.034270000000000467e-01 2.974429999999999907e+00 9.516740000000000066e+01 1.471410000000000082e+03 3.857920000000000016e+00 2.804329999999999878e-01 4.086599999999999788e+00 1.004260000000000019e+01
1.224820000000000064e+01 9.837210000000000321e+01 5.163409999999999656e+01 2.439740000000000020e+00 5.973509999999999653e-01 3.043470000000000120e+00 9.923029999999999973e+01 2.278019999999999982e+03 6.145430000000000170e+00 4.464980000000000060e-01 4.644129999999999647e+00 9.301470000000000127e+00
2.433569999999999922e+01 9.851879999999999882e+01 5.165160000000000196e+01 3.200460000000000083e+00 5.932060000000000111e-01 3.021209999999999951e+00 9.103549999999999898e+01 1.634940000000000055e+03 2.172089999999999854e+00 3.197260000000000102e-01 4.430480000000000196e+00 9.823629999999999640e+00
1.465210000000000079e+01 9.976590000000000202e+01 5.160240000000000293e+01 1.106849999999999890e+00 5.989630000000000232e-01 3.069479999999999986e+00 9.995279999999999632e+01 1.805490000000000009e+03 5.434839999999999671e-01 2.896630000000000038e-01 4.712550000000000239e+00 1.067350000000000065e+01
3.231900000000000261e+01 9.979540000000000077e+01 5.164439999999999742e+01 5.298759999999999692e+00 6.085509999999999531e-01 2.997040000000000148e+00 8.617990000000000350e+01 1.696819999999999936e+03 5.078460000000000196e-01 4.039280000000000093e-01 4.392529999999999824e+00 1.027500000000000036e+01
2.337989999999999924e+01 9.978549999999999898e+01 5.160370000000000346e+01 2.362919999999999909e+00 6.082020000000000204e-01 3.009320000000000217e+00 9.935590000000000543e+01 1.717720000000000027e+03 4.349230000000000373e+00 3.528049999999999797e-01 4.314750000000000085e+00 1.005470000000000041e+01
3.044160000000000110e+01 9.967159999999999798e+01 5.159400000000000119e+01 2.894190000000000040e+00 6.102220000000000422e-01 2.998419999999999863e+00 9.628060000000000684e+01 1.409869999999999891e+03 5.223349999999999937e+00 3.058750000000000080e-01 4.065319999999999823e+00 1.023900000000000077e+01
1.797390000000000043e+01 9.927349999999999852e+01 5.165720000000000312e+01 3.620159999999999823e+00 5.967149999999999954e-01 3.036999999999999922e+00 9.892369999999999663e+01 1.686799999999999955e+03 3.200569999999999915e+00 3.055599999999999983e-01 4.338449999999999918e+00 8.736560000000000770e+00
1.580289999999999928e+01 9.927450000000000330e+01 5.160860000000000269e+01 5.870120000000000005e+00 5.957369999999999610e-01 2.988729999999999887e+00 9.983700000000000330e+01 1.953619999999999891e+03 9.214179999999999593e-01 3.872599999999999931e-01 4.508119999999999905e+00 1.095500000000000007e+01
2.175720000000000098e+01 9.974850000000000705e+01 5.164110000000000156e+01 5.388069999999999915e+00 6.126420000000000199e-01 2.967740000000000045e+00 9.400060000000000571e+01 1.770940000000000055e+03 3.783780000000000143e+00 3.756880000000000219e-01 4.416280000000000427e+00 1.039259999999999984e+01
2.204129999999999967e+01 9.931659999999999400e+01 5.161249999999999716e+01 3.169760000000000133e+00 6.075159999999999449e-01 3.053900000000000059e+00 9.367529999999999291e+01 1.948740000000000009e+03 1.051930000000000053e-02 4.340910000000000046e-01 4.479630000000000223e+00 8.738429999999999254e+00
1.053529999999999944e+01 9.976579999999999870e+01 5.161330000000000240e+01 1.039420000000000011e+00 6.181429999999999980e-01 3.053420000000000023e+00 9.452230000000000132e+01 2.293250000000000000e+03 7.160860000000000003e-01 4.256210000000000271e-01 4.804499999999999993e+00 1.054119999999999990e+01
3.293200000000000216e+01 9.869769999999999754e+01 5.163139999999999930e+01 5.528909999999999769e+00 5.974559999999999871e-01 3.076519999999999921e+00 9.176770000000000493e+01 1.578180000000000064e+03 2.494600000000000151e+00 3.695959999999999801e-01 4.302780000000000271e+00 8.673389999999999489e+00
4.143829999999999814e+01 9.966979999999999507e+01 5.162199999999999989e+01 1.737370000000000081e+00 5.995319999999999538e-01 2.984729999999999883e+00 9.122450000000000614e+01 1.321869999999999891e+03 6.117930000000000312e+00 3.683589999999999920e-01 4.017089999999999606e+00 1.030039999999999978e+01
3.568979999999999819e+01 9.869240000000000634e+01 5.160640000000000072e+01 5.602599999999999802e+00 6.258399999999999519e-01 3.020199999999999996e+00 8.575610000000000355e+01 1.579220000000000027e+03 2.627870000000000150e+00 4.160479999999999734e-01 4.229510000000000325e+00 1.247659999999999947e+01
1.885340000000000060e+01 9.940040000000000475e+01 5.163340000000000174e+01 4.417559999999999931e+00 6.058010000000000339e-01 2.962120000000000086e+00 9.364270000000000493e+01 2.019890000000000100e+03 2.229499999999999815e+00 4.242210000000000147e-01 4.479689999999999728e+00 1.220589999999999975e+01
1.180610000000000070e+01 9.986990000000000123e+01 5.163629999999999853e+01 2.376650000000000151e+00 6.220130000000000381e-01 2.999260000000000037e+00 9.682380000000000564e+01 2.161559999999999945e+03 5.881319999999999659e+00 4.069860000000000144e-01 4.743979999999999642e+00 9.319399999999999906e+00
2.273649999999999949e+01 9.984919999999999618e+01 5.160289999999999822e+01 3.730449999999999822e+00 5.934169999999999723e-01 3.065890000000000004e+00 9.578239999999999554e+01 1.729109999999999900e+03 5.828290000000000415e-01 3.531279999999999974e-01 4.372910000000000075e+00 9.593170000000000641e+00
2.529360000000000142e+01 9.972410000000000707e+01 5.163450000000000273e+01 4.777820000000000178e+00 5.950170000000000181e-01 3.022920000000000051e+00 9.901130000000000564e+01 1.564440000000000055e+03 4.760089999999999932e+00 3.039689999999999892e-01 4.183600000000000207e+00 8.680450000000000443e+00
4.486659999999999826e+01 9.949360000000000070e+01 5.165579999999999927e+01 1.814670000000000005e+00 5.969419999999999726e-01 3.039229999999999876e+00 8.754219999999999402e+01 1.206740000000000009e+03 5.749679999999999680e+00 3.345750000000000113e-01 3.766020000000000145e+00 1.018239999999999945e+01
2.491989999999999839e+01 9.979399999999999693e+01 5.164670000000000272e+01 6.076389999999999958e+00 6.005629999999999580e-01 3.015569999999999862e+00 9.854489999999999839e+01 1.542990000000000009e+03 6.029910000000000103e+00 2.756069999999999909e-01 4.182649999999999757e+00 9.764390000000000569e+00
