#  gamma_0, gamma_1, gamma_2, gamma_3, K_0, T_0, phi_0, ecc_0, omega_0, K_1, T_1, phi_1, ecc_1, omega_1, sigma_0, sigma_1, sigma_2, sigma_3, 
# 
-5.006099999999999994e+01 7.046400000000000219e+00 3.814309999999999945e+03 3.817989999999999782e+03 9.998290000000000077e+01 5.163459999999999894e+01 5.089249999999999829e+00 6.001170000000000115e-01 3.044169999999999821e+00 9.978560000000000230e+01 2.450750000000000000e+03 5.591280000000000250e+00 4.339799999999999769e-01 4.667189999999999728e+00 1.586570000000000036e+00 1.027759999999999962e+01 1.365189999999999948e+01 1.090610000000000035e+01
-5.589950000000000330e+01 3.616089999999999804e+00 3.815769999999999982e+03 3.820730000000000018e+03 9.959269999999999357e+01 2.465329999999999927e+03 4.985089999999999577e+00 4.168850000000000056e-01 4.801560000000000272e+00 9.963249999999999318e+01 5.164710000000000178e+01 1.907389999999999919e+00 6.004479999999999817e-01 3.028459999999999930e+00 5.568410000000000082e+00 9.513279999999999959e+00 9.434029999999999916e+00 1.156569999999999965e+01
-5.236249999999999716e+01 7.951550000000000118e+00 3.814940000000000055e+03 3.821019999999999982e+03 9.674760000000000559e+01 2.438360000000000127e+03 4.933080000000000354e+00 4.264830000000000010e-01 4.815990000000000215e+00 9.977840000000000487e+01 5.164569999999999794e+01 4.880519999999999997e-02 6.058729999999999949e-01 3.070959999999999912e+00 4.958560000000000301e+00 1.046570000000000000e+01 1.333230000000000004e+01 1.174210000000000065e+01
-5.023250000000000171e+01 5.451050000000000395e+00 3.813429999999999836e+03 3.817679999999999836e+03 9.985899999999999466e+01 2.465329999999999927e+03 5.056300000000000239e+00 4.447769999999999779e-01 4.701539999999999608e+00 9.938920000000000243e+01 5.164710000000000178e+01 1.884640000000000093e+00 5.961570000000000480e-01 3.019099999999999895e+00 5.041149999999999798e-02 9.508210000000000051e+00 1.234880000000000067e+01 9.467499999999999361e+00
-5.375759999999999650e+01 6.410260000000000069e+00 3.813929999999999836e+03 3.821039999999999964e+03 9.952840000000000487e+01 5.163569999999999993e+01 5.082200000000000273e+00 5.969630000000000214e-01 3.091559999999999864e+00 9.946550000000000580e+01 2.458070000000000164e+03 5.428639999999999688e+00 4.171090000000000075e-01 4.731029999999999625e+00 3.588159999999999794e+00 1.016779999999999973e+01 8.361159999999999926e+00 9.239679999999999893e+00
-4.963369999999999749e+01 1.010050000000000026e+01 3.812300000000000182e+03 3.814809999999999945e+03 9.908689999999999998e+01 5.164309999999999690e+01 3.896809999999999885e+00 5.945559999999999734e-01 3.054429999999999978e+00 9.892419999999999902e+01 2.450239999999999782e+03 4.276530000000000165e+00 4.529150000000000120e-01 4.647590000000000110e+00 4.478460000000000107e+00 1.068479999999999919e+01 9.138859999999999317e+00 1.167549999999999955e+01
-5.033990000000000009e+01 8.731350000000000833e+00 3.812610000000000127e+03 3.818360000000000127e+03 9.980429999999999779e+01 5.164090000000000202e+01 3.862140000000000128e+00 6.194190000000000529e-01 3.026920000000000055e+00 9.999439999999999884e+01 2.465150000000000091e+03 4.636300000000000310e+00 4.641449999999999743e-01 4.659480000000000288e+00 9.321220000000000061e-01 9.118249999999999744e+00 1.511790000000000056e+01 1.113069999999999915e+01
-5.102250000000000085e+01 6.308200000000000252e+00 3.813550000000000182e+03 3.819230000000000018e+03 9.970239999999999725e+01 2.463510000000000218e+03 4.331220000000000070e-01 4.358389999999999764e-01 4.702749999999999986e+00 9.993980000000000530e+01 5.163289999999999935e+01 1.778350000000000097e+00 5.985709999999999642e-01 3.060569999999999791e+00 5.117390000000000327e+00 9.540449999999999875e+00 1.382559999999999967e+01 1.000130000000000052e+01
-5.157500000000000284e+01 6.924170000000000158e+00 3.808849999999999909e+03 3.820429999999999836e+03 9.951120000000000232e+01 5.164090000000000202e+01 3.843700000000000117e+00 6.076639999999999819e-01 3.024630000000000152e+00 9.975990000000000180e+01 2.480110000000000127e+03 4.637150000000000105e+00 4.580060000000000242e-01 4.673359999999999737e+00 8.293019999999999836e-01 8.816150000000000375e+00 1.296199999999999974e+01 8.293369999999999465e+00
-5.296609999999999729e+01 6.056129999999999569e+00 3.816969999999999800e+03 3.815559999999999945e+03 9.935880000000000223e+01 2.433789999999999964e+03 5.695229999999999571e+00 4.239140000000000130e-01 4.716499999999999915e+00 9.913299999999999557e+01 5.164099999999999824e+01 4.467570000000000263e+00 5.805519999999999570e-01 3.079899999999999860e+00 7.420620000000000438e+00 9.880160000000000053e+00 1.406750000000000078e+01 9.912349999999999994e+00
-5.419910000000000139e+01 7.303810000000000358e+00 3.814440000000000055e+03 3.823309999999999945e+03 9.996519999999999584e+01 2.464630000000000109e+03 3.272600000000000176e+00 4.382619999999999849e-01 4.736320000000000086e+00 9.860330000000000439e+01 5.164430000000000121e+01 4.748179999999999623e+00 6.062629999999999963e-01 3.054570000000000007e+00 5.417699999999999960e+00 9.628209999999999269e+00 1.034919999999999973e+01 1.428839999999999932e+01
-4.882569999999999766e+01 9.441330000000000666e+00 3.813920000000000073e+03 3.816099999999999909e+03 9.975430000000000064e+01 2.448289999999999964e+03 5.580510000000000304e+00 4.686310000000000198e-01 4.624299999999999855e+00 9.979909999999999570e+01 5.164379999999999882e+01 1.799719999999999986e+00 6.110119999999999996e-01 3.016280000000000072e+00 5.453040000000000109e-01 1.057370000000000054e+01 1.810170000000000101e+01 1.152270000000000039e+01
-5.375070000000000192e+01 4.312160000000000437e+00 3.810590000000000146e+03 3.820929999999999836e+03 9.873040000000000305e+01 2.445550000000000182e+03 4.713980000000000281e+00 3.927010000000000223e-01 4.756599999999999717e+00 9.998940000000000339e+01 5.163960000000000150e+01 2.656620000000000203e+00 6.154490000000000238e-01 3.052119999999999944e+00 8.338079999999999714e+00 8.514559999999999462e+00 8.212350000000000705e+00 1.415700000000000003e+01
-5.217049999999999699e+01 5.467550000000000132e+00 3.815639999999999873e+03 3.818500000000000000e+03 9.918770000000000664e+01 5.164479999999999649e+01 1.294410000000000061e+00 6.066179999999999906e-01 3.074289999999999967e+00 9.965900000000000603e+01 2.457019999999999982e+03 2.744190000000000129e+00 4.255320000000000213e-01 4.731600000000000250e+00 6.115459999999999674e+00 9.197020000000000195e+00 1.256460000000000043e+01 1.000919999999999987e+01
-5.490070000000000050e+01 6.082010000000000360e+00 3.812949999999999818e+03 3.823250000000000000e+03 9.959749999999999659e+01 2.463510000000000218e+03 3.985279999999999934e-01 4.317810000000000259e-01 4.759400000000000297e+00 9.975830000000000553e+01 5.163289999999999935e+01 1.787099999999999911e+00 6.125479999999999814e-01 3.035060000000000091e+00 4.567630000000000301e+00 8.566090000000000870e+00 1.085399999999999920e+01 1.186940000000000062e+01
-4.893999999999999773e+01 6.649460000000000370e+00 3.813000000000000000e+03 3.819429999999999836e+03 9.832640000000000668e+01 2.467110000000000127e+03 3.293000000000000149e+00 4.169900000000000273e-01 4.711299999999999599e+00 9.977309999999999945e+01 5.164430000000000121e+01 4.727450000000000152e+00 6.046820000000000528e-01 3.068999999999999950e+00 6.766589999999999883e+00 1.076239999999999952e+01 1.604729999999999990e+01 9.038330000000000197e+00
-5.178960000000000008e+01 6.800519999999999676e+00 3.812920000000000073e+03 3.818559999999999945e+03 9.987820000000000675e+01 2.469619999999999891e+03 3.367509999999999781e+00 4.544429999999999858e-01 4.707180000000000142e+00 9.967570000000000618e+01 5.164099999999999824e+01 4.678289999999999615e+00 5.886500000000000066e-01 3.059379999999999988e+00 4.118730000000000224e+00 1.054460000000000086e+01 1.046030000000000015e+01 8.784259999999999735e+00
-5.031980000000000075e+01 6.150719999999999743e+00 3.812130000000000109e+03 3.814559999999999945e+03 9.976279999999999859e+01 2.433630000000000109e+03 5.282809999999999562e+00 4.387300000000000089e-01 4.700910000000000366e+00 9.996779999999999688e+01 5.163689999999999714e+01 6.091719999999999580e+00 6.068059999999999565e-01 3.045980000000000132e+00 3.789299999999999891e+00 8.117620000000000502e+00 1.473240000000000016e+01 1.519100000000000072e+01
-4.515579999999999927e+01 1.123520000000000074e+01 3.805389999999999873e+03 3.822019999999999982e+03 9.909000000000000341e+01 5.164150000000000063e+01 1.186229999999999896e+00 5.992279999999999829e-01 3.058710000000000040e+00 9.978239999999999554e+01 2.481309999999999945e+03 1.417389999999999928e+00 4.706460000000000088e-01 4.598779999999999646e+00 7.950500000000000622e-02 1.128369999999999962e+01 1.632910000000000039e+01 1.147000000000000064e+01
-5.430530000000000257e+01 5.828599999999999781e+00 3.809329999999999927e+03 3.820170000000000073e+03 9.975369999999999493e+01 5.163799999999999812e+01 5.789419999999999789e+00 6.107080000000000286e-01 3.042419999999999902e+00 9.996349999999999625e+01 2.447539999999999964e+03 3.571489999999999831e+00 4.244280000000000275e-01 4.761960000000000193e+00 6.450870000000000104e+00 1.025169999999999959e+01 1.175249999999999950e+01 9.776999999999999247e+00
-5.422449999999999903e+01 5.633619999999999628e+00 3.813559999999999945e+03 3.819570000000000164e+03 9.929579999999999984e+01 2.438969999999999800e+03 2.631269999999999998e-01 4.205099999999999949e-01 4.784080000000000332e+00 9.991599999999999682e+01 5.164350000000000307e+01 3.663120000000000265e-01 6.138329999999999620e-01 3.021310000000000162e+00 3.864250000000000185e+00 1.005059999999999931e+01 1.054550000000000054e+01 1.399019999999999975e+01
-5.111970000000000169e+01 5.689009999999999678e+00 3.816619999999999891e+03 3.819980000000000018e+03 9.987069999999999936e+01 5.163669999999999760e+01 5.017719999999999736e+00 5.994429999999999481e-01 3.049510000000000165e+00 9.978289999999999793e+01 2.450739999999999782e+03 5.534889999999999866e+00 4.329640000000000155e-01 4.726549999999999585e+00 7.926079999999999792e+00 9.777739999999999654e+00 1.119480000000000075e+01 1.180180000000000007e+01
-5.156810000000000116e+01 1.021640000000000015e+01 3.813849999999999909e+03 3.815280000000000200e+03 9.999410000000000309e+01 2.472780000000000200e+03 5.084109999999999907e+00 4.410709999999999908e-01 4.628000000000000114e+00 9.995720000000000027e+01 5.164159999999999684e+01 1.842850000000000099e+00 6.082689999999999486e-01 3.068109999999999893e+00 3.050699999999999940e-02 1.117200000000000060e+01 1.304529999999999923e+01 1.144999999999999929e+01
-5.117040000000000077e+01 6.800650000000000084e+00 3.812440000000000055e+03 3.815460000000000036e+03 9.999379999999999313e+01 2.447880000000000109e+03 4.494869999999999699e+00 4.538360000000000172e-01 4.678379999999999761e+00 9.999169999999999447e+01 5.164500000000000313e+01 2.450089999999999879e+00 6.048440000000000483e-01 3.016719999999999846e+00 6.352959999999999718e-01 1.126720000000000077e+01 1.561849999999999916e+01 1.291639999999999944e+01
-5.264439999999999742e+01 6.767960000000000420e+00 3.812800000000000182e+03 3.817250000000000000e+03 9.972280000000000655e+01 2.443199999999999818e+03 5.002390000000000114e+00 4.266579999999999817e-01 4.693209999999999660e+00 9.999830000000000041e+01 5.164170000000000016e+01 2.246830000000000105e+00 6.073319999999999830e-01 3.082030000000000047e+00 5.296829999999999927e+00 1.051500000000000057e+01 1.699780000000000157e+01 1.456310000000000038e+01
-5.579540000000000077e+01 4.870800000000000018e+00 3.815380000000000109e+03 3.820079999999999927e+03 9.970799999999999841e+01 2.468079999999999927e+03 5.730310000000000237e+00 4.225010000000000154e-01 4.743059999999999832e+00 9.978740000000000521e+01 5.163980000000000103e+01 3.944789999999999797e+00 6.106740000000000501e-01 3.062159999999999993e+00 6.857759999999999856e+00 1.088339999999999996e+01 1.564939999999999998e+01 8.734849999999999781e+00
-4.928909999999999769e+01 1.034639999999999915e+01 3.810500000000000000e+03 3.821599999999999909e+03 9.981640000000000157e+01 5.163980000000000103e+01 3.798770000000000202e+00 6.006599999999999717e-01 3.035769999999999857e+00 9.918699999999999761e+01 2.485110000000000127e+03 4.599800000000000111e+00 4.651649999999999952e-01 4.660169999999999924e+00 3.988620000000000054e+00 1.109210000000000029e+01 1.734009999999999962e+01 1.048189999999999955e+01
-5.091100000000000136e+01 5.615850000000000009e+00 3.816170000000000073e+03 3.820340000000000146e+03 9.999819999999999709e+01 5.164209999999999923e+01 4.746859999999999857e+00 6.002439999999999998e-01 3.046949999999999825e+00 9.864119999999999777e+01 2.431300000000000182e+03 5.466029999999999944e+00 4.327849999999999753e-01 4.775979999999999670e+00 6.873120000000000118e+00 9.933809999999999363e+00 1.246000000000000085e+01 1.226340000000000074e+01
-5.059159999999999968e+01 7.864250000000000185e+00 3.812389999999999873e+03 3.817719999999999800e+03 9.866110000000000468e+01 2.483050000000000182e+03 5.734070000000000000e+00 4.387499999999999734e-01 4.635180000000000078e+00 9.908780000000000143e+01 5.164050000000000296e+01 1.881799999999999917e+00 6.156209999999999738e-01 3.018450000000000077e+00 1.376439999999999955e-02 1.086369999999999969e+01 1.660060000000000002e+01 9.290969999999999729e+00
-5.016919999999999646e+01 9.942529999999999646e+00 3.811489999999999782e+03 3.819159999999999854e+03 9.855159999999999343e+01 2.484590000000000146e+03 3.293449999999999989e+00 4.566830000000000056e-01 4.647669999999999746e+00 9.988429999999999609e+01 5.164099999999999824e+01 4.745040000000000369e+00 6.149719999999999631e-01 3.027439999999999909e+00 3.139460000000000139e+00 9.118019999999999570e+00 1.758109999999999928e+01 9.622469999999999857e+00
-4.991720000000000113e+01 8.784779999999999589e+00 3.811239999999999782e+03 3.818659999999999854e+03 9.987919999999999732e+01 2.503610000000000127e+03 1.665689999999999948e-01 4.549179999999999890e-01 4.660540000000000127e+00 9.995839999999999748e+01 5.164350000000000307e+01 1.388330000000000120e-01 6.092959999999999487e-01 3.017409999999999926e+00 5.052469999999999878e-02 8.970639999999999503e+00 1.619369999999999976e+01 1.352069999999999972e+01
-5.355360000000000298e+01 4.359110000000000262e+00 3.812659999999999854e+03 3.819530000000000200e+03 9.977190000000000225e+01 2.441429999999999836e+03 3.870660000000000212e-01 4.203450000000000242e-01 4.730229999999999713e+00 9.964430000000000121e+01 5.164459999999999695e+01 3.294259999999999966e-01 6.058299999999999796e-01 3.039219999999999811e+00 3.212419999999999831e+00 9.837839999999999918e+00 1.254289999999999949e+01 1.156879999999999953e+01
-4.928099999999999881e+01 8.747040000000000148e+00 3.809460000000000036e+03 3.819369999999999891e+03 9.896009999999999707e+01 2.469570000000000164e+03 3.220969999999999889e+00 4.524000000000000243e-01 4.690680000000000405e+00 9.963439999999999941e+01 5.164020000000000010e+01 6.103069999999999773e+00 6.212550000000000017e-01 3.002990000000000048e+00 2.258100000000000038e-02 9.586650000000000560e+00 1.289520000000000088e+01 9.956490000000000506e+00
-4.955729999999999791e+01 8.432650000000000645e+00 3.810519999999999982e+03 3.820110000000000127e+03 9.985670000000000357e+01 2.470070000000000164e+03 4.516539999999999999e+00 4.678840000000000221e-01 4.658689999999999998e+00 9.989199999999999591e+01 5.164500000000000313e+01 2.466499999999999915e+00 6.061680000000000401e-01 3.008820000000000050e+00 1.561939999999999995e-01 9.773730000000000473e+00 1.955000000000000071e+01 1.373019999999999996e+01
-5.116149999999999665e+01 8.229480000000000572e+00 3.809820000000000164e+03 3.819420000000000073e+03 9.967770000000000152e+01 2.462210000000000036e+03 3.443459999999999965e+00 4.403980000000000117e-01 4.652149999999999785e+00 9.988800000000000523e+01 5.164540000000000219e+01 4.688679999999999737e+00 5.984869999999999912e-01 3.019390000000000018e+00 1.907419999999999949e-01 1.323969999999999914e+01 1.339310000000000045e+01 1.077539999999999942e+01
-5.150099999999999767e+01 7.119469999999999743e+00 3.813369999999999891e+03 3.818590000000000146e+03 9.974800000000000466e+01 5.164090000000000202e+01 3.876990000000000158e+00 5.993290000000000006e-01 3.040799999999999947e+00 9.984069999999999823e+01 2.480099999999999909e+03 4.651650000000000063e+00 4.385189999999999921e-01 4.663330000000000197e+00 1.896019999999999997e-02 1.067309999999999981e+01 1.143290000000000006e+01 9.715540000000000731e+00
-5.102089999999999748e+01 8.481820000000000803e+00 3.809389999999999873e+03 3.815550000000000182e+03 9.964600000000000080e+01 2.438980000000000018e+03 3.299940000000000095e-01 4.324410000000000198e-01 4.692829999999999835e+00 9.983759999999999479e+01 5.164359999999999928e+01 3.903349999999999875e-01 6.039390000000000036e-01 3.058409999999999851e+00 5.488590000000000302e+00 1.025469999999999970e+01 8.329539999999999722e+00 9.763310000000000599e+00
-5.050480000000000302e+01 7.643200000000000216e+00 3.815480000000000018e+03 3.819860000000000127e+03 9.918989999999999441e+01 2.477079999999999927e+03 3.323350000000000026e+00 4.422280000000000100e-01 4.678429999999999644e+00 9.997889999999999588e+01 5.164430000000000121e+01 4.658839999999999648e+00 6.140419999999999767e-01 3.059810000000000141e+00 2.265899999999999803e+00 9.828780000000000072e+00 1.375510000000000055e+01 7.786270000000000024e+00
-5.158050000000000068e+01 1.056179999999999986e+01 3.816150000000000091e+03 3.818320000000000164e+03 9.982580000000000098e+01 5.164200000000000301e+01 4.267929999999999779e+00 6.023410000000000153e-01 3.078879999999999839e+00 9.729410000000000025e+01 2.472199999999999818e+03 3.552649999999999864e+00 4.346019999999999883e-01 4.727109999999999701e+00 6.750930000000000319e+00 9.021890000000000853e+00 1.120650000000000013e+01 7.190129999999999910e+00
-5.144380000000000308e+01 7.563069999999999737e+00 3.810630000000000109e+03 3.817329999999999927e+03 9.996569999999999823e+01 2.474599999999999909e+03 3.381530000000000147e+00 4.375490000000000212e-01 4.675819999999999865e+00 9.992730000000000246e+01 5.163889999999999958e+01 4.669559999999999711e+00 6.132800000000000473e-01 3.008570000000000189e+00 4.011079999999999757e+00 9.717959999999999710e+00 1.260549999999999926e+01 9.016930000000000334e+00
-5.044069999999999965e+01 8.830399999999999139e+00 3.815329999999999927e+03 3.816099999999999909e+03 9.973139999999999361e+01 2.472809999999999945e+03 5.175830000000000375e+00 4.436760000000000148e-01 4.617469999999999963e+00 9.996680000000000632e+01 5.164050000000000296e+01 1.847699999999999898e+00 5.967249999999999499e-01 3.017450000000000188e+00 2.924030000000000129e+00 9.602190000000000225e+00 1.322799999999999976e+01 1.003720000000000034e+01
-5.529440000000000310e+01 6.279860000000000220e+00 3.812789999999999964e+03 3.817880000000000109e+03 9.996429999999999438e+01 5.163799999999999812e+01 5.772149999999999892e+00 6.030069999999999597e-01 3.046120000000000161e+00 9.959890000000000043e+01 2.447570000000000164e+03 3.647440000000000015e+00 4.270539999999999892e-01 4.734880000000000422e+00 6.655660000000000132e+00 9.880710000000000548e+00 1.288799999999999990e+01 1.009309999999999974e+01
-5.264900000000000091e+01 8.242879999999999541e+00 3.814059999999999945e+03 3.819190000000000055e+03 9.990489999999999782e+01 5.164070000000000249e+01 2.808079999999999909e+00 6.132809999999999651e-01 3.056859999999999911e+00 9.997570000000000334e+01 2.474800000000000182e+03 3.849429999999999907e+00 4.313040000000000207e-01 4.703769999999999563e+00 5.075919999999999987e+00 1.036239999999999917e+01 1.200629999999999953e+01 1.168079999999999963e+01
-5.419910000000000139e+01 7.303810000000000358e+00 3.814440000000000055e+03 3.823309999999999945e+03 9.996519999999999584e+01 2.464630000000000109e+03 3.272600000000000176e+00 4.382619999999999849e-01 4.736320000000000086e+00 9.860330000000000439e+01 5.164430000000000121e+01 4.748179999999999623e+00 6.062629999999999963e-01 3.054570000000000007e+00 5.417699999999999960e+00 9.628209999999999269e+00 1.034919999999999973e+01 1.428839999999999932e+01
-5.270900000000000318e+01 7.553350000000000009e+00 3.809820000000000164e+03 3.817739999999999782e+03 9.995799999999999841e+01 2.423840000000000146e+03 4.849529999999999674e+00 4.254769999999999941e-01 4.727159999999999584e+00 9.954269999999999641e+01 5.164489999999999981e+01 1.751079999999999970e+00 6.033870000000000067e-01 3.084360000000000213e+00 5.975130000000000052e+00 1.161149999999999949e+01 8.210979999999999279e+00 1.122489999999999988e+01
-4.749560000000000315e+01 1.091000000000000014e+01 3.814860000000000127e+03 3.816909999999999854e+03 9.927830000000000155e+01 2.467969999999999800e+03 5.507060000000000066e+00 4.590850000000000208e-01 4.641980000000000217e+00 9.873279999999999745e+01 5.164379999999999882e+01 1.788820000000000077e+00 6.007249999999999535e-01 3.040090000000000181e+00 1.139830000000000010e-02 1.095550000000000068e+01 1.410319999999999929e+01 1.456930000000000014e+01
-4.934729999999999706e+01 6.704469999999999708e+00 3.806960000000000036e+03 3.818309999999999945e+03 9.904600000000000648e+01 2.472059999999999945e+03 3.221670000000000034e+00 4.517630000000000257e-01 4.706750000000000433e+00 9.981350000000000477e+01 5.164130000000000109e+01 6.092039999999999900e+00 6.047090000000000520e-01 3.035849999999999937e+00 2.929860000000000131e+00 9.600099999999999412e+00 1.342520000000000024e+01 1.052909999999999968e+01
-5.026380000000000337e+01 6.937520000000000131e+00 3.813510000000000218e+03 3.818099999999999909e+03 9.906459999999999866e+01 2.438969999999999800e+03 3.242309999999999914e-01 4.435899999999999843e-01 4.695319999999999716e+00 9.909380000000000166e+01 5.164359999999999928e+01 4.091739999999999822e-01 6.021870000000000278e-01 3.047190000000000065e+00 4.709639999999999660e-02 1.056460000000000043e+01 1.273179999999999978e+01 1.119570000000000043e+01
