#  gamma_0, gamma_1, gamma_2, gamma_3, K_0, T_0, phi_0, ecc_0, omega_0, K_1, T_1, phi_1, ecc_1, omega_1, sigma_0, sigma_1, sigma_2, sigma_3, 
# 
-4.995629999999999882e+01 7.955180000000000362e+00 3.810059999999999945e+03 3.817679999999999836e+03 9.938859999999999673e+01 5.163600000000000279e+01 9.324000000000000066e-01 6.048310000000000075e-01 3.027940000000000076e+00 9.949479999999999791e+01 2.460349999999999909e+03 4.984569999999999723e+00 4.382789999999999742e-01 4.686659999999999826e+00 3.278820000000000068e+00 9.443390000000000839e+00 1.362490000000000023e+01 1.191510000000000069e+01
-4.836679999999999779e+01 8.112529999999999575e+00 3.810309999999999945e+03 3.816860000000000127e+03 9.982139999999999702e+01 5.164309999999999690e+01 3.985489999999999977e+00 5.991360000000000019e-01 3.058409999999999851e+00 9.966970000000000596e+01 2.455690000000000055e+03 5.657269999999999577e+00 4.582689999999999819e-01 4.666879999999999917e+00 1.707729999999999970e+00 1.018870000000000076e+01 1.077590000000000003e+01 9.947499999999999787e+00
-4.769599999999999795e+01 1.083150000000000013e+01 3.813619999999999891e+03 3.817409999999999854e+03 9.993259999999999366e+01 5.164589999999999748e+01 1.137089999999999934e+00 6.021220000000000461e-01 3.084379999999999900e+00 9.837829999999999586e+01 2.470139999999999873e+03 4.710399999999999920e+00 4.662839999999999763e-01 4.624679999999999680e+00 6.501750000000000362e+00 9.506230000000000402e+00 1.874320000000000164e+01 8.064450000000000784e+00
-5.199750000000000227e+01 4.682129999999999903e+00 3.809750000000000000e+03 3.816239999999999782e+03 9.991660000000000252e+01 5.164580000000000126e+01 8.659200000000000230e-01 6.058529999999999749e-01 3.070149999999999935e+00 9.891899999999999693e+01 2.452909999999999854e+03 4.785779999999999923e+00 4.275419999999999776e-01 4.740940000000000154e+00 4.230859999999999843e+00 1.002519999999999989e+01 1.071809999999999974e+01 9.042109999999999204e+00
-5.137550000000000239e+01 7.927760000000000140e+00 3.813079999999999927e+03 3.816110000000000127e+03 9.988549999999999329e+01 5.164690000000000225e+01 9.916040000000000409e-01 6.002349999999999630e-01 3.066260000000000208e+00 9.964849999999999852e+01 2.452840000000000146e+03 4.656780000000000364e+00 4.216509999999999980e-01 4.686530000000000307e+00 2.518299999999999983e+00 1.086280000000000001e+01 1.233619999999999983e+01 8.904249999999999332e+00
-5.244980000000000331e+01 5.634570000000000078e+00 3.812420000000000073e+03 3.819789999999999964e+03 9.992520000000000380e+01 2.470409999999999854e+03 5.346849999999999881e+00 4.398630000000000040e-01 4.729879999999999640e+00 9.900759999999999650e+01 5.163479999999999848e+01 6.083429999999999893e+00 6.133319999999999883e-01 3.084420000000000162e+00 5.458870000000000111e+00 9.437760000000000815e+00 1.446010000000000062e+01 1.066769999999999996e+01
-5.027929999999999922e+01 7.714800000000000324e+00 3.814530000000000200e+03 3.819059999999999945e+03 9.956940000000000168e+01 2.431260000000000218e+03 5.396980000000000111e+00 4.451330000000000009e-01 4.709959999999999702e+00 9.852930000000000632e+01 5.164139999999999731e+01 5.237429999999999586e-01 5.966679999999999762e-01 3.027639999999999887e+00 4.781270000000000131e+00 9.657299999999999329e+00 1.021439999999999948e+01 8.680730000000000501e+00
-5.159810000000000230e+01 6.902929999999999566e+00 3.814900000000000091e+03 3.821679999999999836e+03 9.993300000000000693e+01 5.164710000000000178e+01 1.874270000000000103e+00 6.070769999999999778e-01 3.047509999999999941e+00 9.990879999999999939e+01 2.458409999999999854e+03 1.812570000000000153e-02 4.451849999999999974e-01 4.735949999999999882e+00 8.664349999999999552e-01 1.044790000000000063e+01 1.659140000000000015e+01 8.365610000000000213e+00
-5.158619999999999806e+01 8.381479999999999819e+00 3.815130000000000109e+03 3.815650000000000091e+03 9.829120000000000346e+01 2.431260000000000218e+03 5.408409999999999940e+00 4.339589999999999836e-01 4.684999999999999609e+00 9.959430000000000405e+01 5.164139999999999731e+01 5.181909999999999572e-01 6.125570000000000181e-01 3.031950000000000145e+00 3.147139999999999826e+00 9.234019999999999229e+00 1.245090000000000074e+01 1.067880000000000074e+01
-5.120380000000000109e+01 5.880250000000000199e+00 3.812019999999999982e+03 3.821159999999999854e+03 9.973890000000000100e+01 2.465440000000000055e+03 5.324340000000000295e+00 4.241550000000000042e-01 4.732969999999999899e+00 9.902169999999999561e+01 5.163689999999999714e+01 5.966459999999999653e+00 6.052330000000000210e-01 3.046520000000000117e+00 5.220799999999999663e+00 1.023850000000000016e+01 1.548359999999999914e+01 1.124409999999999954e+01
-5.244120000000000203e+01 6.142260000000000275e+00 3.812960000000000036e+03 3.821340000000000146e+03 9.955310000000000059e+01 2.472429999999999836e+03 4.161620000000000097e+00 4.409270000000000134e-01 4.705189999999999984e+00 9.958450000000000557e+01 5.164719999999999800e+01 2.519919999999999938e+00 6.123039999999999594e-01 3.031210000000000182e+00 4.072589999999999932e+00 9.278919999999999391e+00 8.526139999999999830e+00 1.119679999999999964e+01
-5.163419999999999987e+01 4.930180000000000007e+00 3.812570000000000164e+03 3.826570000000000164e+03 9.883419999999999561e+01 5.163510000000000133e+01 1.817919999999999980e+00 5.903289999999999926e-01 3.047400000000000109e+00 9.978640000000000043e+01 2.479920000000000073e+03 4.149980000000000224e+00 4.395879999999999788e-01 4.720839999999999925e+00 6.559549999999999770e+00 1.005560000000000009e+01 1.338400000000000034e+01 1.403359999999999985e+01
-5.211099999999999710e+01 5.954189999999999650e+00 3.814920000000000073e+03 3.824280000000000200e+03 9.910639999999999361e+01 2.462480000000000018e+03 4.079880000000000173e+00 4.233149999999999968e-01 4.745190000000000019e+00 9.960859999999999559e+01 5.164719999999999800e+01 2.606469999999999843e+00 5.821690000000000476e-01 3.069900000000000073e+00 4.640930000000000000e+00 1.043410000000000082e+01 1.226800000000000068e+01 1.444800000000000040e+01
-5.300419999999999732e+01 6.781939999999999635e+00 3.811699999999999818e+03 3.820130000000000109e+03 9.944929999999999382e+01 2.495809999999999945e+03 6.054899999999999949e+00 4.294390000000000152e-01 4.676540000000000141e+00 9.985460000000000491e+01 5.164269999999999783e+01 1.480450000000000044e+00 6.078660000000000174e-01 3.081749999999999989e+00 4.747370000000000090e+00 1.051360000000000028e+01 8.329349999999999810e+00 1.019180000000000064e+01
-5.000889999999999702e+01 7.332889999999999908e+00 3.817579999999999927e+03 3.821349999999999909e+03 9.944870000000000232e+01 2.506000000000000000e+03 6.021040000000000170e+00 4.719180000000000041e-01 4.699489999999999945e+00 9.987600000000000477e+01 5.164260000000000161e+01 1.411189999999999944e+00 6.123640000000000194e-01 3.019200000000000106e+00 1.498559999999999892e+00 8.449370000000000047e+00 1.460510000000000019e+01 9.996460000000000790e+00
-5.465590000000000259e+01 5.219839999999999591e+00 3.812469999999999800e+03 3.817730000000000018e+03 9.962619999999999720e+01 5.164309999999999690e+01 3.980059999999999931e+00 5.960050000000000070e-01 3.025539999999999896e+00 9.953669999999999618e+01 2.460599999999999909e+03 5.570780000000000065e+00 4.210280000000000133e-01 4.777750000000000163e+00 4.323380000000000223e+00 9.584870000000000445e+00 1.038250000000000028e+01 1.077100000000000080e+01
-5.375439999999999685e+01 5.230240000000000222e+00 3.813920000000000073e+03 3.819219999999999800e+03 9.986299999999999955e+01 2.428840000000000146e+03 5.327420000000000044e+00 4.182649999999999979e-01 4.780610000000000248e+00 9.925329999999999586e+01 5.164470000000000027e+01 6.467439999999999856e-01 6.044420000000000348e-01 3.025360000000000049e+00 6.764850000000000030e+00 1.192520000000000024e+01 9.709270000000000067e+00 1.057479999999999976e+01
-5.141069999999999851e+01 6.384940000000000282e+00 3.813400000000000091e+03 3.814159999999999854e+03 9.922310000000000230e+01 5.164589999999999748e+01 1.136479999999999935e+00 5.983739999999999615e-01 3.055750000000000188e+00 9.875149999999999295e+01 2.470139999999999873e+03 4.676179999999999559e+00 4.376760000000000095e-01 4.699989999999999668e+00 5.068260000000000431e+00 1.009559999999999924e+01 1.542600000000000016e+01 9.895289999999999253e+00
-5.158729999999999905e+01 7.549419999999999575e+00 3.812719999999999800e+03 3.815329999999999927e+03 9.972899999999999920e+01 2.424170000000000073e+03 5.713009999999999700e+00 4.410169999999999924e-01 4.699670000000000236e+00 9.983859999999999957e+01 5.164159999999999684e+01 1.526080000000000103e+00 6.033070000000000377e-01 3.027350000000000207e+00 5.905390000000000361e-01 9.963250000000000384e+00 1.526849999999999952e+01 1.010190000000000055e+01
-5.287189999999999657e+01 6.861069999999999780e+00 3.809360000000000127e+03 3.818639999999999873e+03 9.934659999999999513e+01 5.164569999999999794e+01 4.148359999999999825e-01 6.000130000000000186e-01 3.025749999999999940e+00 9.982569999999999766e+01 2.451909999999999854e+03 2.217919999999999892e+00 4.308779999999999832e-01 4.738699999999999690e+00 5.516409999999999592e+00 9.933400000000000674e+00 1.645680000000000121e+01 1.320480000000000054e+01
-5.264020000000000010e+01 6.864939999999999820e+00 3.815880000000000109e+03 3.820500000000000000e+03 9.977160000000000650e+01 5.164569999999999794e+01 4.118379999999999819e-01 6.056409999999999849e-01 3.086679999999999868e+00 9.996639999999999304e+01 2.461769999999999982e+03 2.246109999999999829e+00 4.316659999999999942e-01 4.780960000000000321e+00 5.379349999999999632e+00 8.929249999999999687e+00 1.194079999999999941e+01 1.020100000000000051e+01
-5.074069999999999681e+01 7.252939999999999721e+00 3.814650000000000091e+03 3.818400000000000091e+03 9.929579999999999984e+01 2.424119999999999891e+03 5.572339999999999627e+00 4.387699999999999934e-01 4.709139999999999660e+00 9.967159999999999798e+01 5.164050000000000296e+01 1.515619999999999967e+00 6.035139999999999949e-01 3.039179999999999993e+00 4.949650000000000105e+00 9.085250000000000270e+00 1.172770000000000046e+01 1.131930000000000014e+01
-5.096390000000000242e+01 9.739100000000000534e+00 3.817059999999999945e+03 3.821289999999999964e+03 9.980710000000000548e+01 5.164580000000000126e+01 8.587449999999999806e-01 6.038350000000000106e-01 3.047890000000000210e+00 9.973820000000000618e+01 2.472690000000000055e+03 4.844859999999999722e+00 4.564329999999999776e-01 4.677139999999999631e+00 3.001920000000000144e+00 9.786170000000000258e+00 1.040990000000000038e+01 1.005780000000000030e+01
-5.547200000000000131e+01 5.458700000000000330e+00 3.807860000000000127e+03 3.818170000000000073e+03 9.996229999999999905e+01 2.411690000000000055e+03 4.167779999999999596e+00 4.195340000000000180e-01 4.808930000000000149e+00 9.983639999999999759e+01 5.163929999999999865e+01 7.421170000000000266e-01 6.158799999999999830e-01 3.023820000000000174e+00 5.345340000000000202e+00 9.634510000000000574e+00 1.554850000000000065e+01 1.328340000000000032e+01
-5.191669999999999874e+01 4.703979999999999606e+00 3.814400000000000091e+03 3.817170000000000073e+03 9.997769999999999868e+01 5.164309999999999690e+01 3.918950000000000156e+00 6.187580000000000302e-01 3.055569999999999897e+00 9.912930000000000064e+01 2.453329999999999927e+03 5.899180000000000312e+00 4.277440000000000131e-01 4.681659999999999933e+00 9.237360000000000682e+00 1.282130000000000081e+01 1.414830000000000076e+01 9.339090000000000558e+00
-5.193399999999999750e+01 5.619040000000000035e+00 3.813809999999999945e+03 3.817920000000000073e+03 9.936879999999999313e+01 2.426389999999999873e+03 5.198430000000000106e+00 4.245820000000000149e-01 4.746620000000000061e+00 9.985620000000000118e+01 5.163689999999999714e+01 5.954740000000000144e+00 5.978240000000000220e-01 3.022120000000000140e+00 6.700339999999999741e+00 1.044829999999999970e+01 1.911860000000000070e+01 1.339029999999999987e+01
-5.267969999999999686e+01 7.641580000000000261e+00 3.808360000000000127e+03 3.817900000000000091e+03 9.966589999999999350e+01 2.473019999999999982e+03 5.686060000000000336e+00 4.481249999999999956e-01 4.664100000000000357e+00 9.990489999999999782e+01 5.163510000000000133e+01 1.581110000000000015e+00 6.209209999999999452e-01 3.009640000000000093e+00 2.940059999999999896e-01 9.534959999999999880e+00 1.050960000000000072e+01 1.213829999999999920e+01
-5.264659999999999940e+01 7.388069999999999915e+00 3.811250000000000000e+03 3.818719999999999800e+03 9.985760000000000502e+01 2.424150000000000091e+03 5.620180000000000398e+00 4.417400000000000215e-01 4.771969999999999601e+00 9.997360000000000468e+01 5.164050000000000296e+01 1.511670000000000069e+00 5.907890000000000086e-01 3.050489999999999924e+00 5.894949999999999690e+00 8.272949999999999804e+00 1.118560000000000088e+01 1.282779999999999987e+01
-5.359550000000000125e+01 2.929650000000000087e+00 3.813960000000000036e+03 3.820070000000000164e+03 9.980349999999999966e+01 5.164739999999999753e+01 3.852920000000000122e+00 6.050360000000000182e-01 3.085830000000000073e+00 9.959420000000000073e+01 2.416929999999999836e+03 5.460180000000000256e+00 4.036370000000000235e-01 4.773839999999999861e+00 4.009579999999999700e+00 1.017849999999999966e+01 9.587460000000000093e+00 1.015629999999999988e+01
-5.002839999999999776e+01 8.445850000000000080e+00 3.813710000000000036e+03 3.817780000000000200e+03 9.943659999999999854e+01 2.467559999999999945e+03 4.464750000000000441e+00 4.443759999999999932e-01 4.645850000000000257e+00 9.969729999999999848e+01 5.164719999999999800e+01 2.474520000000000053e+00 6.100980000000000292e-01 3.006759999999999877e+00 8.061630000000000185e-02 9.460699999999999221e+00 2.064160000000000039e+01 1.136500000000000021e+01
-5.207809999999999917e+01 4.291719999999999757e+00 3.811889999999999873e+03 3.821489999999999782e+03 9.985840000000000316e+01 5.164569999999999794e+01 4.179510000000000169e-01 6.154230000000000533e-01 3.023670000000000080e+00 9.993000000000000682e+01 2.451900000000000091e+03 2.248610000000000220e+00 4.331309999999999882e-01 4.714199999999999946e+00 4.521790000000000198e+00 8.747379999999999711e+00 1.593670000000000009e+01 1.295640000000000036e+01
-5.181320000000000192e+01 5.722120000000000317e+00 3.811780000000000200e+03 3.818139999999999873e+03 9.950969999999999516e+01 2.433699999999999818e+03 5.443050000000000388e+00 4.203180000000000249e-01 4.766210000000000058e+00 9.980979999999999563e+01 5.163810000000000144e+01 4.910959999999999770e-01 6.169980000000000464e-01 3.071870000000000100e+00 6.379999999999999893e+00 1.037959999999999994e+01 1.275189999999999912e+01 1.080729999999999968e+01
-4.994749999999999801e+01 8.107680000000000220e+00 3.812079999999999927e+03 3.819889999999999873e+03 9.934869999999999379e+01 2.487710000000000036e+03 4.801420000000000243e+00 4.472829999999999862e-01 4.655829999999999913e+00 9.997299999999999898e+01 5.163960000000000150e+01 2.615240000000000009e+00 6.118519999999999515e-01 3.068150000000000155e+00 1.564869999999999872e-01 1.080770000000000053e+01 1.469280000000000008e+01 8.422589999999999577e+00
-5.183330000000000126e+01 5.593790000000000262e+00 3.812440000000000055e+03 3.819400000000000091e+03 9.945180000000000575e+01 2.470409999999999854e+03 5.350780000000000314e+00 4.338739999999999819e-01 4.720819999999999794e+00 9.989409999999999457e+01 5.163479999999999848e+01 6.104070000000000107e+00 6.193250000000000144e-01 3.052550000000000097e+00 3.027169999999999916e+00 1.118619999999999948e+01 1.354229999999999912e+01 1.122830000000000084e+01
-5.189050000000000296e+01 9.449049999999999727e+00 3.812210000000000036e+03 3.814690000000000055e+03 9.884600000000000364e+01 2.419539999999999964e+03 6.122340000000000337e+00 4.456080000000000041e-01 4.630309999999999704e+00 9.980349999999999966e+01 5.163830000000000098e+01 1.567280000000000006e+00 6.059780000000000166e-01 3.044900000000000162e+00 6.851950000000000429e+00 9.963179999999999481e+00 1.880349999999999966e+01 1.057099999999999973e+01
-5.173360000000000269e+01 6.867810000000000414e+00 3.814190000000000055e+03 3.821789999999999964e+03 9.964520000000000266e+01 2.488219999999999800e+03 6.017459999999999809e+00 4.443679999999999852e-01 4.724239999999999995e+00 9.976300000000000523e+01 5.164260000000000161e+01 1.446190000000000087e+00 6.048609999999999820e-01 3.069440000000000168e+00 6.834529999999999772e-01 9.209809999999999164e+00 1.524290000000000056e+01 7.211070000000000313e+00
-5.319619999999999749e+01 3.886929999999999996e+00 3.810550000000000182e+03 3.821570000000000164e+03 9.974049999999999727e+01 2.457969999999999800e+03 5.146069999999999922e+00 4.190099999999999936e-01 4.779270000000000351e+00 9.935410000000000252e+01 5.163470000000000226e+01 5.572390000000000398e+00 6.017289999999999583e-01 3.057049999999999823e+00 5.100340000000000096e+00 1.124569999999999936e+01 1.236050000000000004e+01 1.091070000000000029e+01
-5.207809999999999917e+01 4.291719999999999757e+00 3.811889999999999873e+03 3.821489999999999782e+03 9.985840000000000316e+01 5.164569999999999794e+01 4.179510000000000169e-01 6.154230000000000533e-01 3.023670000000000080e+00 9.993000000000000682e+01 2.451900000000000091e+03 2.248610000000000220e+00 4.331309999999999882e-01 4.714199999999999946e+00 4.521790000000000198e+00 8.747379999999999711e+00 1.593670000000000009e+01 1.295640000000000036e+01
-5.508440000000000225e+01 2.802109999999999879e+00 3.813170000000000073e+03 3.818800000000000182e+03 9.998810000000000286e+01 5.163980000000000103e+01 3.921110000000000095e+00 6.084199999999999608e-01 3.092670000000000030e+00 9.964799999999999613e+01 2.438670000000000073e+03 5.741970000000000240e+00 4.025059999999999749e-01 4.818999999999999950e+00 6.857969999999999899e+00 1.026130000000000031e+01 9.374520000000000408e+00 1.565429999999999922e+01
-4.876259999999999906e+01 8.737750000000000128e+00 3.813940000000000055e+03 3.819619999999999891e+03 9.996840000000000259e+01 2.505989999999999782e+03 6.016499999999999737e+00 4.761719999999999842e-01 4.650540000000000340e+00 9.992839999999999634e+01 5.164260000000000161e+01 1.422109999999999985e+00 5.972129999999999939e-01 3.031179999999999986e+00 2.320909999999999918e-01 9.431319999999999482e+00 2.091850000000000165e+01 1.076299999999999990e+01
-4.835340000000000060e+01 1.096110000000000007e+01 3.811750000000000000e+03 3.819139999999999873e+03 9.882150000000000034e+01 2.460449999999999818e+03 5.256210000000000271e+00 4.576890000000000125e-01 4.640439999999999898e+00 9.994570000000000221e+01 5.163479999999999848e+01 6.110940000000000261e+00 6.081410000000000426e-01 3.012809999999999988e+00 2.739529999999999799e+00 1.140540000000000020e+01 1.810820000000000007e+01 8.293720000000000425e+00
-5.224569999999999936e+01 4.542839999999999989e+00 3.815800000000000182e+03 3.816050000000000182e+03 9.993999999999999773e+01 2.436119999999999891e+03 5.450479999999999769e+00 4.294560000000000044e-01 4.773930000000000007e+00 9.982779999999999632e+01 5.164470000000000027e+01 5.063530000000000530e-01 6.033619999999999539e-01 3.063610000000000166e+00 5.459520000000000373e+00 1.113599999999999923e+01 1.083670000000000044e+01 8.609819999999999141e+00
-5.000730000000000075e+01 8.308619999999999450e+00 3.813269999999999982e+03 3.821420000000000073e+03 9.998189999999999600e+01 5.163600000000000279e+01 9.469739999999999824e-01 6.118029999999999857e-01 3.045129999999999892e+00 9.977740000000000009e+01 2.492860000000000127e+03 5.024140000000000050e+00 4.594880000000000075e-01 4.644580000000000375e+00 5.417250000000000121e+00 9.958030000000000825e+00 1.167379999999999995e+01 1.063640000000000008e+01
-5.387389999999999901e+01 4.296269999999999811e+00 3.811489999999999782e+03 3.818429999999999836e+03 9.988819999999999766e+01 5.164690000000000225e+01 9.849010000000000264e-01 6.169750000000000512e-01 3.049869999999999859e+00 9.892900000000000205e+01 2.452860000000000127e+03 4.658610000000000362e+00 4.146639999999999771e-01 4.736489999999999867e+00 3.382350000000000190e+00 1.038530000000000086e+01 1.457450000000000045e+01 1.199869999999999948e+01
-5.156360000000000099e+01 8.025900000000000034e+00 3.813489999999999782e+03 3.821780000000000200e+03 9.954319999999999879e+01 5.164139999999999731e+01 4.735550000000000037e-01 6.068860000000000365e-01 3.047079999999999789e+00 9.902330000000000609e+01 2.456829999999999927e+03 2.256219999999999892e+00 4.470069999999999877e-01 4.726600000000000357e+00 6.045860000000000234e+00 1.093650000000000055e+01 1.270759999999999934e+01 1.250890000000000057e+01
-4.982240000000000180e+01 6.717780000000000307e+00 3.809219999999999800e+03 3.821070000000000164e+03 9.922700000000000387e+01 5.164200000000000301e+01 4.003540000000000099e+00 6.030929999999999902e-01 3.014530000000000154e+00 9.910970000000000368e+01 2.468070000000000164e+03 5.724160000000000359e+00 4.438340000000000063e-01 4.704360000000000319e+00 4.160630000000000273e+00 9.615790000000000504e+00 1.218280000000000030e+01 1.271100000000000030e+01
-5.064399999999999835e+01 7.653419999999999668e+00 3.812369999999999891e+03 3.819619999999999891e+03 9.987319999999999709e+01 5.164309999999999690e+01 3.904609999999999914e+00 5.963990000000000125e-01 3.035849999999999937e+00 9.996670000000000300e+01 2.455780000000000200e+03 5.862059999999999604e+00 4.395439999999999903e-01 4.709869999999999557e+00 5.373290000000000011e-02 8.859830000000000538e+00 1.369849999999999923e+01 7.969430000000000014e+00
-5.255989999999999895e+01 5.937890000000000335e+00 3.809869999999999891e+03 3.819059999999999945e+03 9.931640000000000157e+01 2.424130000000000109e+03 5.586590000000000167e+00 4.325160000000000116e-01 4.742469999999999963e+00 9.951149999999999807e+01 5.164159999999999684e+01 1.514550000000000063e+00 5.979889999999999928e-01 3.035860000000000003e+00 4.839489999999999625e+00 8.184409999999999741e+00 9.096899999999999764e+00 9.920880000000000365e+00
-4.982240000000000180e+01 6.717780000000000307e+00 3.809219999999999800e+03 3.821070000000000164e+03 9.922700000000000387e+01 5.164200000000000301e+01 4.003540000000000099e+00 6.030929999999999902e-01 3.014530000000000154e+00 9.910970000000000368e+01 2.468070000000000164e+03 5.724160000000000359e+00 4.438340000000000063e-01 4.704360000000000319e+00 4.160630000000000273e+00 9.615790000000000504e+00 1.218280000000000030e+01 1.271100000000000030e+01
-4.941290000000000049e+01 7.683150000000000368e+00 3.811250000000000000e+03 3.815780000000000200e+03 9.998629999999999995e+01 2.436059999999999945e+03 5.338980000000000281e+00 4.446729999999999849e-01 4.661319999999999908e+00 9.978860000000000241e+01 5.164470000000000027e+01 5.077129999999999699e-01 6.025000000000000355e-01 3.052729999999999944e+00 5.467159999999999798e+00 9.745250000000000412e+00 1.493329999999999913e+01 9.795299999999999230e+00
-4.885329999999999728e+01 8.748559999999999448e+00 3.816800000000000182e+03 3.815900000000000091e+03 9.926720000000000255e+01 2.438000000000000000e+03 4.086299999999999599e+00 4.417869999999999853e-01 4.671859999999999680e+00 9.994589999999999463e+01 5.164139999999999731e+01 6.435060000000000224e-01 6.035890000000000422e-01 3.052770000000000206e+00 1.834959999999999924e-01 9.188340000000000174e+00 1.219159999999999933e+01 8.232540000000000191e+00
-4.912630000000000052e+01 1.183730000000000082e+01 3.810769999999999982e+03 3.815659999999999854e+03 9.964019999999999300e+01 2.428820000000000164e+03 5.332539999999999836e+00 4.549880000000000035e-01 4.661900000000000155e+00 9.981850000000000023e+01 5.164470000000000027e+01 6.406610000000000360e-01 6.024709999999999788e-01 3.075140000000000207e+00 5.376529999999999809e+00 1.022139999999999915e+01 9.939880000000000493e+00 1.347489999999999988e+01
-4.972599999999999909e+01 7.787349999999999994e+00 3.813389999999999873e+03 3.818599999999999909e+03 9.989870000000000516e+01 5.164569999999999794e+01 3.992339999999999778e-01 6.005369999999999875e-01 3.053069999999999951e+00 9.815630000000000166e+01 2.451929999999999836e+03 2.314420000000000144e+00 4.498800000000000021e-01 4.694169999999999732e+00 4.670550000000000423e+00 9.595319999999999183e+00 1.246589999999999954e+01 8.413779999999999148e+00
-5.088190000000000168e+01 6.680550000000000210e+00 3.814449999999999818e+03 3.818000000000000000e+03 9.944679999999999609e+01 2.467590000000000146e+03 4.513060000000000294e+00 4.506020000000000025e-01 4.706059999999999910e+00 9.986249999999999716e+01 5.164719999999999800e+01 2.490510000000000002e+00 6.086850000000000316e-01 3.060999999999999943e+00 3.704489999999999728e-01 1.003470000000000084e+01 1.504320000000000057e+01 1.415779999999999994e+01
-5.300419999999999732e+01 6.781939999999999635e+00 3.811699999999999818e+03 3.820130000000000109e+03 9.944929999999999382e+01 2.495809999999999945e+03 6.054899999999999949e+00 4.294390000000000152e-01 4.676540000000000141e+00 9.985460000000000491e+01 5.164269999999999783e+01 1.480450000000000044e+00 6.078660000000000174e-01 3.081749999999999989e+00 4.747370000000000090e+00 1.051360000000000028e+01 8.329349999999999810e+00 1.019180000000000064e+01
-5.069360000000000355e+01 8.189970000000000638e+00 3.809579999999999927e+03 3.822820000000000164e+03 9.984239999999999782e+01 2.495809999999999945e+03 6.048230000000000217e+00 4.474020000000000219e-01 4.691729999999999734e+00 9.900799999999999557e+01 5.164269999999999783e+01 1.490590000000000082e+00 5.984230000000000382e-01 3.067670000000000119e+00 4.444950000000000401e+00 9.001300000000000523e+00 1.664339999999999975e+01 8.993199999999999861e+00
-5.319619999999999749e+01 3.886929999999999996e+00 3.810550000000000182e+03 3.821570000000000164e+03 9.974049999999999727e+01 2.457969999999999800e+03 5.146069999999999922e+00 4.190099999999999936e-01 4.779270000000000351e+00 9.935410000000000252e+01 5.163470000000000226e+01 5.572390000000000398e+00 6.017289999999999583e-01 3.057049999999999823e+00 5.100340000000000096e+00 1.124569999999999936e+01 1.236050000000000004e+01 1.091070000000000029e+01
-5.158729999999999905e+01 7.549419999999999575e+00 3.812719999999999800e+03 3.815329999999999927e+03 9.972899999999999920e+01 2.424170000000000073e+03 5.713009999999999700e+00 4.410169999999999924e-01 4.699670000000000236e+00 9.983859999999999957e+01 5.164159999999999684e+01 1.526080000000000103e+00 6.033070000000000377e-01 3.027350000000000207e+00 5.905390000000000361e-01 9.963250000000000384e+00 1.526849999999999952e+01 1.010190000000000055e+01
-5.158619999999999806e+01 8.381479999999999819e+00 3.815130000000000109e+03 3.815650000000000091e+03 9.829120000000000346e+01 2.431260000000000218e+03 5.408409999999999940e+00 4.339589999999999836e-01 4.684999999999999609e+00 9.959430000000000405e+01 5.164139999999999731e+01 5.181909999999999572e-01 6.125570000000000181e-01 3.031950000000000145e+00 3.147139999999999826e+00 9.234019999999999229e+00 1.245090000000000074e+01 1.067880000000000074e+01
-5.204719999999999658e+01 5.529329999999999856e+00 3.808460000000000036e+03 3.819920000000000073e+03 9.993959999999999866e+01 5.164569999999999794e+01 3.815410000000000190e-01 6.112980000000000080e-01 3.050170000000000048e+00 9.948869999999999436e+01 2.464190000000000055e+03 2.157449999999999868e+00 4.302909999999999791e-01 4.721849999999999881e+00 5.231139999999999901e+00 9.126670000000000726e+00 1.344059999999999988e+01 9.791629999999999612e+00
-5.392029999999999745e+01 5.352310000000000123e+00 3.812690000000000055e+03 3.819900000000000091e+03 9.924630000000000507e+01 5.164359999999999928e+01 8.340999999999999526e-01 5.997540000000000093e-01 3.064560000000000173e+00 9.977320000000000277e+01 2.452889999999999873e+03 4.757539999999999658e+00 4.298620000000000219e-01 4.743129999999999846e+00 5.032040000000000290e+00 9.221389999999999532e+00 1.565090000000000003e+01 1.209280000000000044e+01
-5.355290000000000106e+01 6.999929999999999986e+00 3.806570000000000164e+03 3.816409999999999854e+03 9.979590000000000316e+01 5.164309999999999690e+01 3.960039999999999782e+00 6.119379999999999820e-01 3.053620000000000001e+00 9.965059999999999718e+01 2.453230000000000018e+03 5.660040000000000404e+00 4.187230000000000119e-01 4.700239999999999974e+00 5.620099999999999874e+00 1.171829999999999927e+01 1.449070000000000036e+01 1.115360000000000085e+01
-5.135620000000000118e+01 7.767540000000000333e+00 3.814559999999999945e+03 3.818099999999999909e+03 9.901550000000000296e+01 2.425929999999999836e+03 4.021969999999999601e+00 4.219200000000000172e-01 4.728880000000000194e+00 9.955889999999999418e+01 5.164719999999999800e+01 2.718919999999999781e+00 6.060609999999999609e-01 3.060950000000000060e+00 6.579250000000000043e+00 1.103270000000000017e+01 1.415540000000000020e+01 1.526730000000000054e+01
-5.181980000000000075e+01 6.496970000000000134e+00 3.808460000000000036e+03 3.817400000000000091e+03 9.971970000000000312e+01 2.467570000000000164e+03 4.449980000000000047e+00 4.408020000000000271e-01 4.687350000000000350e+00 9.964820000000000277e+01 5.164719999999999800e+01 2.469809999999999839e+00 6.053110000000000435e-01 3.077840000000000131e+00 3.827850000000000197e+00 1.013460000000000072e+01 1.565719999999999956e+01 8.701529999999999987e+00
