#  gamma_0, gamma_1, gamma_2, gamma_3, K_0, T_0, phi_0, ecc_0, omega_0, K_1, T_1, phi_1, ecc_1, omega_1, sigma_0, sigma_1, sigma_2, sigma_3, 
# 
-5.352770000000000294e+01 3.014699999999999935e+00 3.811940000000000055e+03 3.820949999999999818e+03 9.951439999999999486e+01 5.163980000000000103e+01 3.921250000000000124e+00 6.094899999999999762e-01 3.042460000000000164e+00 9.997159999999999513e+01 2.453300000000000182e+03 5.798289999999999722e+00 4.096319999999999961e-01 4.765310000000000379e+00 6.638670000000000293e+00 9.368000000000000327e+00 1.018500000000000050e+01 1.157649999999999935e+01
-5.273940000000000339e+01 6.311619999999999564e+00 3.810619999999999891e+03 3.819440000000000055e+03 9.979449999999999932e+01 5.164200000000000301e+01 3.935610000000000053e+00 6.051459999999999617e-01 3.036900000000000155e+00 9.973409999999999798e+01 2.453289999999999964e+03 5.791660000000000252e+00 4.246730000000000227e-01 4.711190000000000211e+00 6.313060000000000116e+00 8.437430000000000874e+00 1.591629999999999967e+01 1.034999999999999964e+01
-5.300419999999999732e+01 6.781939999999999635e+00 3.811699999999999818e+03 3.820130000000000109e+03 9.944929999999999382e+01 2.495809999999999945e+03 6.054899999999999949e+00 4.294390000000000152e-01 4.676540000000000141e+00 9.985460000000000491e+01 5.164269999999999783e+01 1.480450000000000044e+00 6.078660000000000174e-01 3.081749999999999989e+00 4.747370000000000090e+00 1.051360000000000028e+01 8.329349999999999810e+00 1.019180000000000064e+01
-5.535640000000000072e+01 3.916679999999999939e+00 3.807690000000000055e+03 3.819179999999999836e+03 9.997180000000000177e+01 5.164200000000000301e+01 4.057599999999999874e+00 6.130189999999999806e-01 3.040529999999999955e+00 9.990510000000000446e+01 2.433840000000000146e+03 5.841829999999999856e+00 4.180699999999999972e-01 4.748809999999999754e+00 4.228259999999999685e+00 8.785339999999999705e+00 1.673389999999999844e+01 9.135590000000000543e+00
-5.002839999999999776e+01 8.445850000000000080e+00 3.813710000000000036e+03 3.817780000000000200e+03 9.943659999999999854e+01 2.467559999999999945e+03 4.464750000000000441e+00 4.443759999999999932e-01 4.645850000000000257e+00 9.969729999999999848e+01 5.164719999999999800e+01 2.474520000000000053e+00 6.100980000000000292e-01 3.006759999999999877e+00 8.061630000000000185e-02 9.460699999999999221e+00 2.064160000000000039e+01 1.136500000000000021e+01
-5.480080000000000240e+01 1.184010000000000007e+00 3.813949999999999818e+03 3.817670000000000073e+03 9.996269999999999811e+01 2.428840000000000146e+03 5.345060000000000144e+00 4.149639999999999995e-01 4.757649999999999935e+00 9.972969999999999402e+01 5.164470000000000027e+01 6.346950000000000092e-01 6.160219999999999585e-01 3.044719999999999871e+00 6.565809999999999924e+00 1.085190000000000055e+01 1.041479999999999961e+01 1.371990000000000087e+01
-5.064399999999999835e+01 7.653419999999999668e+00 3.812369999999999891e+03 3.819619999999999891e+03 9.987319999999999709e+01 5.164309999999999690e+01 3.904609999999999914e+00 5.963990000000000125e-01 3.035849999999999937e+00 9.996670000000000300e+01 2.455780000000000200e+03 5.862059999999999604e+00 4.395439999999999903e-01 4.709869999999999557e+00 5.373290000000000011e-02 8.859830000000000538e+00 1.369849999999999923e+01 7.969430000000000014e+00
-5.158729999999999905e+01 7.549419999999999575e+00 3.812719999999999800e+03 3.815329999999999927e+03 9.972899999999999920e+01 2.424170000000000073e+03 5.713009999999999700e+00 4.410169999999999924e-01 4.699670000000000236e+00 9.983859999999999957e+01 5.164159999999999684e+01 1.526080000000000103e+00 6.033070000000000377e-01 3.027350000000000207e+00 5.905390000000000361e-01 9.963250000000000384e+00 1.526849999999999952e+01 1.010190000000000055e+01
-5.389269999999999783e+01 4.147369999999999557e+00 3.813159999999999854e+03 3.814980000000000018e+03 9.976690000000000680e+01 2.438030000000000200e+03 4.109250000000000291e+00 4.330120000000000080e-01 4.785580000000000389e+00 9.990940000000000509e+01 5.164580000000000126e+01 6.442059999999999453e-01 6.131980000000000208e-01 3.049949999999999939e+00 4.725150000000000183e+00 9.475789999999999935e+00 6.707629999999999981e+00 1.264400000000000013e+01
-5.208630000000000138e+01 4.809309999999999974e+00 3.810500000000000000e+03 3.817289999999999964e+03 9.936839999999999407e+01 5.164569999999999794e+01 3.780870000000000064e-01 6.136120000000000463e-01 3.024049999999999905e+00 9.939809999999999945e+01 2.451869999999999891e+03 2.137939999999999952e+00 4.375740000000000185e-01 4.741839999999999833e+00 2.251910000000000078e+00 1.039160000000000039e+01 1.592050000000000054e+01 1.147400000000000020e+01
-5.580780000000000030e+01 4.222179999999999822e+00 3.811989999999999782e+03 3.817119999999999891e+03 9.980329999999999302e+01 2.465400000000000091e+03 5.227899999999999991e+00 4.102990000000000248e-01 4.760069999999999801e+00 9.975260000000000105e+01 5.163580000000000325e+01 6.041179999999999772e+00 6.035800000000000054e-01 3.047769999999999868e+00 4.993260000000000254e+00 1.006550000000000011e+01 1.057600000000000051e+01 1.259130000000000038e+01
-5.310220000000000340e+01 7.009870000000000267e+00 3.815099999999999909e+03 3.818619999999999891e+03 9.977719999999999345e+01 5.164200000000000301e+01 4.003999999999999559e+00 6.031830000000000247e-01 3.044080000000000119e+00 9.990630000000000166e+01 2.468070000000000164e+03 5.714680000000000426e+00 4.413230000000000208e-01 4.706439999999999735e+00 7.154199999999999449e-01 9.859870000000000800e+00 1.002449999999999974e+01 8.318929999999999936e+00
-5.145510000000000161e+01 8.264549999999999841e+00 3.810389999999999873e+03 3.822159999999999854e+03 9.880440000000000111e+01 2.457559999999999945e+03 4.154840000000000089e+00 4.337079999999999824e-01 4.703780000000000072e+00 9.980509999999999593e+01 5.163810000000000144e+01 1.270399999999999863e-01 6.021079999999999766e-01 3.022219999999999906e+00 2.453089999999999993e+00 9.134740000000000748e+00 4.245000000000000107e+00 1.454240000000000066e+01
-5.120380000000000109e+01 5.880250000000000199e+00 3.812019999999999982e+03 3.821159999999999854e+03 9.973890000000000100e+01 2.465440000000000055e+03 5.324340000000000295e+00 4.241550000000000042e-01 4.732969999999999899e+00 9.902169999999999561e+01 5.163689999999999714e+01 5.966459999999999653e+00 6.052330000000000210e-01 3.046520000000000117e+00 5.220799999999999663e+00 1.023850000000000016e+01 1.548359999999999914e+01 1.124409999999999954e+01
-5.229359999999999786e+01 5.367479999999999585e+00 3.811239999999999782e+03 3.817889999999999873e+03 9.938039999999999452e+01 5.164139999999999731e+01 4.534690000000000110e-01 6.100379999999999692e-01 3.057249999999999801e+00 9.995260000000000389e+01 2.456840000000000146e+03 2.315760000000000041e+00 4.315339999999999732e-01 4.687490000000000379e+00 1.534590000000000086e-02 1.070369999999999955e+01 1.389339999999999975e+01 9.827909999999999258e+00
-5.258100000000000307e+01 7.679359999999999964e+00 3.813699999999999818e+03 3.814679999999999836e+03 9.934229999999999450e+01 5.164849999999999852e+01 3.908580000000000165e+00 6.108829999999999538e-01 3.054230000000000000e+00 9.959699999999999420e+01 2.463119999999999891e+03 5.736119999999999663e+00 4.431720000000000104e-01 4.677349999999999675e+00 3.248070000000000124e-02 1.115339999999999954e+01 1.708340000000000103e+01 1.347560000000000002e+01
-5.390659999999999741e+01 4.840160000000000018e+00 3.814489999999999782e+03 3.822400000000000091e+03 9.881879999999999598e+01 2.431269999999999982e+03 5.366660000000000430e+00 4.206779999999999964e-01 4.817739999999999689e+00 9.952920000000000300e+01 5.164139999999999731e+01 4.863879999999999870e-01 6.058829999999999494e-01 3.048770000000000202e+00 7.209299999999999820e+00 9.429719999999999658e+00 8.032790000000000319e+00 1.018800000000000061e+01
-4.963799999999999812e+01 9.635569999999999524e+00 3.815480000000000018e+03 3.818460000000000036e+03 9.998350000000000648e+01 2.467440000000000055e+03 4.168180000000000440e+00 4.637160000000000171e-01 4.627810000000000201e+00 9.967289999999999850e+01 5.164719999999999800e+01 2.536210000000000075e+00 6.028900000000000370e-01 3.024700000000000166e+00 5.758720000000000283e+00 9.154920000000000613e+00 1.470850000000000080e+01 1.167450000000000010e+01
-5.264540000000000219e+01 7.483600000000000030e+00 3.812559999999999945e+03 3.814449999999999818e+03 9.983610000000000184e+01 2.424150000000000091e+03 5.668999999999999595e+00 4.312840000000000007e-01 4.697169999999999845e+00 9.992130000000000223e+01 5.164159999999999684e+01 1.539379999999999971e+00 6.017719999999999736e-01 3.047989999999999977e+00 8.600809999999999178e+00 9.473100000000000520e+00 1.453930000000000078e+01 7.049699999999999633e+00
-5.094270000000000209e+01 6.008359999999999701e+00 3.810570000000000164e+03 3.818719999999999800e+03 9.968349999999999511e+01 5.164200000000000301e+01 3.924929999999999808e+00 5.975589999999999513e-01 3.047820000000000196e+00 9.954170000000000584e+01 2.453300000000000182e+03 5.816939999999999777e+00 4.349120000000000208e-01 4.719450000000000145e+00 5.986810000000000187e+00 1.011800000000000033e+01 1.702420000000000044e+01 1.065130000000000088e+01
-4.948020000000000351e+01 7.265760000000000218e+00 3.811599999999999909e+03 3.820719999999999800e+03 9.987510000000000332e+01 2.470239999999999782e+03 4.943369999999999820e+00 4.539659999999999807e-01 4.682409999999999961e+00 9.993999999999999773e+01 5.164280000000000115e+01 2.307539999999999925e+00 6.106300000000000061e-01 3.034440000000000026e+00 2.926789999999999947e-02 9.610170000000000101e+00 1.723199999999999932e+01 1.163240000000000052e+01
-5.080769999999999698e+01 1.046899999999999942e+01 3.811320000000000164e+03 3.817659999999999854e+03 9.928610000000000468e+01 2.470250000000000000e+03 4.965239999999999654e+00 4.548110000000000208e-01 4.678139999999999965e+00 9.972990000000000066e+01 5.164390000000000214e+01 2.291679999999999939e+00 6.020140000000000491e-01 3.021370000000000111e+00 4.509179999999999855e-01 1.116380000000000017e+01 1.769620000000000104e+01 1.241150000000000020e+01
-5.203960000000000008e+01 7.010259999999999714e+00 3.818369999999999891e+03 3.822599999999999909e+03 9.976260000000000616e+01 2.467570000000000164e+03 4.450949999999999740e+00 4.305260000000000198e-01 4.699699999999999989e+00 9.994270000000000209e+01 5.164719999999999800e+01 2.503319999999999990e+00 5.947419999999999929e-01 3.051800000000000068e+00 1.367990000000000039e-01 1.120270000000000010e+01 1.378320000000000078e+01 1.132929999999999993e+01
-5.147899999999999920e+01 4.726600000000000357e+00 3.810260000000000218e+03 3.816360000000000127e+03 9.953170000000000073e+01 2.470409999999999854e+03 5.331190000000000317e+00 4.249990000000000157e-01 4.731130000000000280e+00 9.953130000000000166e+01 5.163479999999999848e+01 6.099079999999999835e+00 5.965479999999999672e-01 3.050600000000000200e+00 6.416290000000000049e+00 9.538529999999999731e+00 1.357680000000000042e+01 1.325939999999999941e+01
-5.233100000000000307e+01 6.778599999999999959e+00 3.813119999999999891e+03 3.816650000000000091e+03 9.977790000000000248e+01 5.164569999999999794e+01 4.269009999999999749e-01 6.096570000000000045e-01 3.026009999999999867e+00 9.988450000000000273e+01 2.451920000000000073e+03 2.324870000000000214e+00 4.384930000000000216e-01 4.631599999999999717e+00 2.192310000000000092e-02 1.007970000000000077e+01 1.343130000000000024e+01 1.072540000000000049e+01
-5.199750000000000227e+01 4.682129999999999903e+00 3.809750000000000000e+03 3.816239999999999782e+03 9.991660000000000252e+01 5.164580000000000126e+01 8.659200000000000230e-01 6.058529999999999749e-01 3.070149999999999935e+00 9.891899999999999693e+01 2.452909999999999854e+03 4.785779999999999923e+00 4.275419999999999776e-01 4.740940000000000154e+00 4.230859999999999843e+00 1.002519999999999989e+01 1.071809999999999974e+01 9.042109999999999204e+00
-4.836679999999999779e+01 8.112529999999999575e+00 3.810309999999999945e+03 3.816860000000000127e+03 9.982139999999999702e+01 5.164309999999999690e+01 3.985489999999999977e+00 5.991360000000000019e-01 3.058409999999999851e+00 9.966970000000000596e+01 2.455690000000000055e+03 5.657269999999999577e+00 4.582689999999999819e-01 4.666879999999999917e+00 1.707729999999999970e+00 1.018870000000000076e+01 1.077590000000000003e+01 9.947499999999999787e+00
-4.888960000000000150e+01 6.714819999999999567e+00 3.817449999999999818e+03 3.816699999999999818e+03 9.995680000000000121e+01 2.474820000000000164e+03 3.929640000000000022e+00 4.609139999999999904e-01 4.668129999999999669e+00 9.988890000000000668e+01 5.164939999999999998e+01 2.727310000000000123e+00 5.931560000000000166e-01 3.049310000000000187e+00 5.304369999999999918e-02 1.026249999999999929e+01 1.278619999999999912e+01 1.339370000000000083e+01
-5.193399999999999750e+01 5.619040000000000035e+00 3.813809999999999945e+03 3.817920000000000073e+03 9.936879999999999313e+01 2.426389999999999873e+03 5.198430000000000106e+00 4.245820000000000149e-01 4.746620000000000061e+00 9.985620000000000118e+01 5.163689999999999714e+01 5.954740000000000144e+00 5.978240000000000220e-01 3.022120000000000140e+00 6.700339999999999741e+00 1.044829999999999970e+01 1.911860000000000070e+01 1.339029999999999987e+01
-4.987149999999999750e+01 9.229119999999999990e+00 3.810349999999999909e+03 3.823739999999999782e+03 9.967629999999999768e+01 2.506010000000000218e+03 6.071089999999999876e+00 4.656899999999999928e-01 4.650260000000000282e+00 9.987930000000000064e+01 5.164260000000000161e+01 1.437310000000000088e+00 6.059539999999999926e-01 3.037069999999999936e+00 2.719349999999999934e+00 8.298249999999999460e+00 1.651160000000000139e+01 1.098150000000000048e+01
-4.993520000000000181e+01 8.318450000000000344e+00 3.811940000000000055e+03 3.821010000000000218e+03 9.998749999999999716e+01 2.505989999999999782e+03 6.024799999999999933e+00 4.580429999999999779e-01 4.653249999999999886e+00 9.968460000000000321e+01 5.164260000000000161e+01 1.425839999999999996e+00 6.080140000000000544e-01 3.035610000000000142e+00 3.453390000000000182e+00 1.061090000000000089e+01 1.648270000000000124e+01 1.243769999999999953e+01
-5.124569999999999936e+01 4.335560000000000080e+00 3.812389999999999873e+03 3.821239999999999782e+03 9.990099999999999625e+01 2.513489999999999782e+03 5.516210000000000058e+00 4.610779999999999879e-01 4.684949999999999726e+00 9.971099999999999852e+01 5.163850000000000051e+01 2.853250000000000064e+00 6.009320000000000217e-01 3.055349999999999788e+00 5.376640000000000086e+00 9.661089999999999733e+00 2.038179999999999836e+01 5.601029999999999731e+00
-5.277720000000000056e+01 6.923199999999999577e+00 3.812000000000000000e+03 3.820889999999999873e+03 9.965630000000000166e+01 5.163389999999999702e+01 1.035050000000000026e+00 6.026070000000000038e-01 3.030590000000000117e+00 9.940479999999999450e+01 2.448039999999999964e+03 4.864580000000000126e+00 4.281220000000000026e-01 4.741789999999999949e+00 4.723939999999999806e+00 9.667590000000000572e+00 1.433539999999999992e+01 1.272550000000000026e+01
-5.281600000000000250e+01 3.615120000000000111e+00 3.813800000000000182e+03 3.817190000000000055e+03 9.997159999999999513e+01 2.426469999999999800e+03 5.421649999999999636e+00 4.186520000000000241e-01 4.763099999999999667e+00 9.963760000000000616e+01 5.164470000000000027e+01 5.229489999999999972e-01 5.997289999999999566e-01 3.061819999999999986e+00 2.859070000000000222e-01 1.110490000000000066e+01 1.053899999999999970e+01 9.997989999999999711e+00
-5.349739999999999895e+01 4.929909999999999570e+00 3.818570000000000164e+03 3.819559999999999945e+03 9.993739999999999668e+01 5.164309999999999690e+01 3.910670000000000091e+00 6.023629999999999818e-01 3.068109999999999893e+00 9.934449999999999648e+01 2.453329999999999927e+03 5.849649999999999572e+00 4.247420000000000084e-01 4.765789999999999971e+00 6.509599999999999831e+00 1.073959999999999937e+01 1.251270000000000060e+01 1.477529999999999966e+01
-5.580780000000000030e+01 4.222179999999999822e+00 3.811989999999999782e+03 3.817119999999999891e+03 9.980329999999999302e+01 2.465400000000000091e+03 5.227899999999999991e+00 4.102990000000000248e-01 4.760069999999999801e+00 9.975260000000000105e+01 5.163580000000000325e+01 6.041179999999999772e+00 6.035800000000000054e-01 3.047769999999999868e+00 4.993260000000000254e+00 1.006550000000000011e+01 1.057600000000000051e+01 1.259130000000000038e+01
-4.699210000000000065e+01 1.164889999999999937e+01 3.815809999999999945e+03 3.809179999999999836e+03 9.944970000000000709e+01 5.164170000000000016e+01 2.018839999999999968e+00 6.051159999999999872e-01 3.037090000000000067e+00 9.939079999999999870e+01 2.379559999999999945e+03 5.933849999999999625e+00 4.688829999999999942e-01 4.597150000000000070e+00 3.550500000000000184e-02 1.000799999999999912e+01 1.959189999999999898e+01 1.061079999999999934e+01
-5.120380000000000109e+01 5.880250000000000199e+00 3.812019999999999982e+03 3.821159999999999854e+03 9.973890000000000100e+01 2.465440000000000055e+03 5.324340000000000295e+00 4.241550000000000042e-01 4.732969999999999899e+00 9.902169999999999561e+01 5.163689999999999714e+01 5.966459999999999653e+00 6.052330000000000210e-01 3.046520000000000117e+00 5.220799999999999663e+00 1.023850000000000016e+01 1.548359999999999914e+01 1.124409999999999954e+01
-5.096390000000000242e+01 9.739100000000000534e+00 3.817059999999999945e+03 3.821289999999999964e+03 9.980710000000000548e+01 5.164580000000000126e+01 8.587449999999999806e-01 6.038350000000000106e-01 3.047890000000000210e+00 9.973820000000000618e+01 2.472690000000000055e+03 4.844859999999999722e+00 4.564329999999999776e-01 4.677139999999999631e+00 3.001920000000000144e+00 9.786170000000000258e+00 1.040990000000000038e+01 1.005780000000000030e+01
-5.033200000000000074e+01 4.362049999999999983e+00 3.812630000000000109e+03 3.819179999999999836e+03 9.993720000000000425e+01 5.164359999999999928e+01 8.263239999999999474e-01 6.117930000000000312e-01 3.047229999999999883e+00 9.994639999999999702e+01 2.452909999999999854e+03 4.803889999999999993e+00 4.274780000000000246e-01 4.728200000000000180e+00 5.729680000000000106e+00 9.493249999999999744e+00 1.260040000000000049e+01 1.018570000000000064e+01
-5.264020000000000010e+01 6.864939999999999820e+00 3.815880000000000109e+03 3.820500000000000000e+03 9.977160000000000650e+01 5.164569999999999794e+01 4.118379999999999819e-01 6.056409999999999849e-01 3.086679999999999868e+00 9.996639999999999304e+01 2.461769999999999982e+03 2.246109999999999829e+00 4.316659999999999942e-01 4.780960000000000321e+00 5.379349999999999632e+00 8.929249999999999687e+00 1.194079999999999941e+01 1.020100000000000051e+01
-5.103820000000000334e+01 4.895959999999999646e+00 3.814610000000000127e+03 3.820110000000000127e+03 9.943059999999999832e+01 2.477900000000000091e+03 5.354519999999999946e+00 4.418409999999999838e-01 4.736489999999999867e+00 9.881029999999999802e+01 5.163479999999999848e+01 6.103139999999999787e+00 5.973490000000000189e-01 3.061329999999999885e+00 4.571530000000000094e+00 8.518230000000000857e+00 1.281969999999999921e+01 7.346000000000000085e+00
-5.111330000000000240e+01 7.886309999999999931e+00 3.814389999999999873e+03 3.820760000000000218e+03 9.993070000000000164e+01 5.163600000000000279e+01 9.325250000000000483e-01 6.118740000000000290e-01 3.050120000000000164e+00 9.987420000000000186e+01 2.460340000000000146e+03 4.968099999999999739e+00 4.445549999999999780e-01 4.676639999999999908e+00 4.098580000000000112e+00 1.027139999999999986e+01 1.613599999999999923e+01 1.006390000000000029e+01
-5.124569999999999936e+01 4.335560000000000080e+00 3.812389999999999873e+03 3.821239999999999782e+03 9.990099999999999625e+01 2.513489999999999782e+03 5.516210000000000058e+00 4.610779999999999879e-01 4.684949999999999726e+00 9.971099999999999852e+01 5.163850000000000051e+01 2.853250000000000064e+00 6.009320000000000217e-01 3.055349999999999788e+00 5.376640000000000086e+00 9.661089999999999733e+00 2.038179999999999836e+01 5.601029999999999731e+00
-5.281600000000000250e+01 3.615120000000000111e+00 3.813800000000000182e+03 3.817190000000000055e+03 9.997159999999999513e+01 2.426469999999999800e+03 5.421649999999999636e+00 4.186520000000000241e-01 4.763099999999999667e+00 9.963760000000000616e+01 5.164470000000000027e+01 5.229489999999999972e-01 5.997289999999999566e-01 3.061819999999999986e+00 2.859070000000000222e-01 1.110490000000000066e+01 1.053899999999999970e+01 9.997989999999999711e+00
-5.208630000000000138e+01 4.809309999999999974e+00 3.810500000000000000e+03 3.817289999999999964e+03 9.936839999999999407e+01 5.164569999999999794e+01 3.780870000000000064e-01 6.136120000000000463e-01 3.024049999999999905e+00 9.939809999999999945e+01 2.451869999999999891e+03 2.137939999999999952e+00 4.375740000000000185e-01 4.741839999999999833e+00 2.251910000000000078e+00 1.039160000000000039e+01 1.592050000000000054e+01 1.147400000000000020e+01
-5.390659999999999741e+01 4.840160000000000018e+00 3.814489999999999782e+03 3.822400000000000091e+03 9.881879999999999598e+01 2.431269999999999982e+03 5.366660000000000430e+00 4.206779999999999964e-01 4.817739999999999689e+00 9.952920000000000300e+01 5.164139999999999731e+01 4.863879999999999870e-01 6.058829999999999494e-01 3.048770000000000202e+00 7.209299999999999820e+00 9.429719999999999658e+00 8.032790000000000319e+00 1.018800000000000061e+01
-5.407209999999999894e+01 7.313670000000000115e+00 3.815019999999999982e+03 3.821909999999999854e+03 9.944180000000000064e+01 2.495820000000000164e+03 6.045790000000000219e+00 4.562709999999999821e-01 4.740739999999999732e+00 9.990200000000000102e+01 5.164269999999999783e+01 1.525670000000000082e+00 6.105909999999999949e-01 3.048919999999999852e+00 4.259369999999999656e+00 8.537150000000000460e+00 1.424590000000000067e+01 1.147289999999999921e+01
-4.798029999999999973e+01 6.676669999999999661e+00 3.812159999999999854e+03 3.822960000000000036e+03 9.997190000000000509e+01 5.163510000000000133e+01 1.817360000000000086e+00 6.003119999999999568e-01 3.074240000000000084e+00 9.931029999999999802e+01 2.479920000000000073e+03 4.170469999999999899e+00 4.488949999999999885e-01 4.686149999999999594e+00 6.358419999999999739e+00 1.034830000000000005e+01 1.487829999999999941e+01 1.079470000000000063e+01
-5.208030000000000115e+01 1.012310000000000088e+01 3.815679999999999836e+03 3.816630000000000109e+03 9.892770000000000152e+01 5.164379999999999882e+01 1.815450000000000008e+00 5.991159999999999819e-01 3.060939999999999994e+00 9.933259999999999934e+01 2.482550000000000182e+03 4.440479999999999983e+00 4.642990000000000173e-01 4.692739999999999689e+00 6.756990000000000052e+00 9.419340000000000046e+00 1.679870000000000019e+01 1.400249999999999950e+01
-5.445000000000000284e+01 4.088980000000000281e+00 3.809280000000000200e+03 3.820530000000000200e+03 9.851699999999999591e+01 5.163510000000000133e+01 1.804159999999999986e+00 6.001410000000000355e-01 3.065179999999999794e+00 9.989549999999999841e+01 2.479920000000000073e+03 4.136569999999999858e+00 4.285419999999999785e-01 4.735360000000000014e+00 6.936689999999999579e+00 9.687580000000000524e+00 1.105889999999999951e+01 1.267960000000000065e+01
-5.056239999999999668e+01 8.163700000000000401e+00 3.812840000000000146e+03 3.825460000000000036e+03 9.963120000000000687e+01 5.163510000000000133e+01 1.778100000000000014e+00 6.074359999999999760e-01 3.039400000000000102e+00 9.994759999999999422e+01 2.500199999999999818e+03 4.352719999999999700e+00 4.595069999999999988e-01 4.649350000000000094e+00 5.399750000000000050e+00 9.955330000000000013e+00 1.701460000000000150e+01 1.382610000000000028e+01
-5.037140000000000128e+01 5.890430000000000277e+00 3.817940000000000055e+03 3.819000000000000000e+03 9.991190000000000282e+01 2.424119999999999891e+03 5.554680000000000284e+00 4.413810000000000233e-01 4.728799999999999670e+00 9.979940000000000566e+01 5.164050000000000296e+01 1.513879999999999892e+00 5.958900000000000308e-01 3.045329999999999870e+00 6.179820000000000313e+00 9.414529999999999177e+00 1.547729999999999961e+01 1.073520000000000074e+01
-5.054789999999999850e+01 7.249729999999999563e+00 3.817150000000000091e+03 3.822030000000000200e+03 9.938129999999999598e+01 2.473039999999999964e+03 5.709240000000000315e+00 4.508360000000000145e-01 4.730249999999999844e+00 9.996129999999999427e+01 5.163510000000000133e+01 1.525959999999999983e+00 6.004340000000000233e-01 3.059870000000000090e+00 4.297659999999999675e-02 1.029630000000000045e+01 1.367379999999999995e+01 9.071989999999999554e+00
-5.158729999999999905e+01 7.549419999999999575e+00 3.812719999999999800e+03 3.815329999999999927e+03 9.972899999999999920e+01 2.424170000000000073e+03 5.713009999999999700e+00 4.410169999999999924e-01 4.699670000000000236e+00 9.983859999999999957e+01 5.164159999999999684e+01 1.526080000000000103e+00 6.033070000000000377e-01 3.027350000000000207e+00 5.905390000000000361e-01 9.963250000000000384e+00 1.526849999999999952e+01 1.010190000000000055e+01
-5.208359999999999701e+01 4.842030000000000278e+00 3.810539999999999964e+03 3.819449999999999818e+03 9.987330000000000041e+01 5.164580000000000126e+01 8.560769999999999769e-01 6.086209999999999676e-01 3.043489999999999807e+00 9.999630000000000507e+01 2.475179999999999836e+03 4.845229999999999926e+00 4.231779999999999986e-01 4.662580000000000169e+00 4.472360000000000113e+00 1.016099999999999959e+01 1.198509999999999920e+01 1.047300000000000075e+01
-5.466579999999999728e+01 5.012039999999999829e+00 3.816400000000000091e+03 3.813110000000000127e+03 9.971519999999999584e+01 2.419159999999999854e+03 5.101009999999999600e+00 4.101079999999999726e-01 4.741229999999999833e+00 9.972110000000000696e+01 5.164009999999999678e+01 5.876669999999999838e+00 5.924719999999999986e-01 3.028420000000000112e+00 6.887559999999999683e+00 9.254210000000000491e+00 1.440719999999999956e+01 1.420800000000000018e+01
-5.319129999999999825e+01 6.453479999999999883e+00 3.808590000000000146e+03 3.816119999999999891e+03 9.939549999999999841e+01 5.164200000000000301e+01 3.999330000000000052e+00 5.978539999999999965e-01 3.044480000000000075e+00 9.999809999999999377e+01 2.443510000000000218e+03 5.790689999999999671e+00 4.411990000000000078e-01 4.706599999999999895e+00 4.748370000000000091e-01 1.113599999999999923e+01 1.394139999999999979e+01 7.533039999999999736e+00
-5.337760000000000105e+01 5.913020000000000387e+00 3.815710000000000036e+03 3.821340000000000146e+03 9.971779999999999688e+01 5.164470000000000027e+01 9.560520000000000129e-01 5.937769999999999992e-01 3.036049999999999915e+00 9.991389999999999816e+01 2.462719999999999800e+03 4.714389999999999858e+00 4.431450000000000111e-01 4.736589999999999634e+00 4.170899999999999608e+00 9.400420000000000442e+00 1.390370000000000061e+01 1.060899999999999999e+01
-5.172610000000000241e+01 5.148930000000000007e+00 3.815679999999999836e+03 3.815059999999999945e+03 9.936570000000000391e+01 5.164569999999999794e+01 4.300470000000000126e-01 6.077590000000000492e-01 3.062549999999999883e+00 9.996290000000000475e+01 2.461760000000000218e+03 2.308489999999999931e+00 4.352880000000000082e-01 4.695509999999999629e+00 5.572639999999999816e+00 9.885350000000000747e+00 1.159939999999999927e+01 8.555270000000000152e+00
-5.499510000000000076e+01 3.841530000000000111e+00 3.810250000000000000e+03 3.821800000000000182e+03 9.992929999999999779e+01 5.164419999999999789e+01 3.985829999999999984e+00 6.059900000000000286e-01 3.056270000000000042e+00 9.991979999999999507e+01 2.453280000000000200e+03 5.758350000000000080e+00 4.024800000000000044e-01 4.750869999999999926e+00 4.352960000000000385e+00 9.631769999999999499e+00 5.402309999999999945e+00 1.586880000000000024e+01
-4.949040000000000106e+01 9.227899999999999991e+00 3.808059999999999945e+03 3.820409999999999854e+03 9.990130000000000621e+01 5.164419999999999789e+01 3.941269999999999829e+00 6.008480000000000487e-01 3.043309999999999960e+00 9.969700000000000273e+01 2.453289999999999964e+03 5.818200000000000038e+00 4.526109999999999856e-01 4.659880000000000244e+00 5.935889999999999916e-02 9.593339999999999534e+00 1.387420000000000009e+01 1.284820000000000029e+01
-5.264659999999999940e+01 7.388069999999999915e+00 3.811250000000000000e+03 3.818719999999999800e+03 9.985760000000000502e+01 2.424150000000000091e+03 5.620180000000000398e+00 4.417400000000000215e-01 4.771969999999999601e+00 9.997360000000000468e+01 5.164050000000000296e+01 1.511670000000000069e+00 5.907890000000000086e-01 3.050489999999999924e+00 5.894949999999999690e+00 8.272949999999999804e+00 1.118560000000000088e+01 1.282779999999999987e+01
-4.835340000000000060e+01 1.096110000000000007e+01 3.811750000000000000e+03 3.819139999999999873e+03 9.882150000000000034e+01 2.460449999999999818e+03 5.256210000000000271e+00 4.576890000000000125e-01 4.640439999999999898e+00 9.994570000000000221e+01 5.163479999999999848e+01 6.110940000000000261e+00 6.081410000000000426e-01 3.012809999999999988e+00 2.739529999999999799e+00 1.140540000000000020e+01 1.810820000000000007e+01 8.293720000000000425e+00
