#  gamma_0, gamma_1, gamma_2, gamma_3, K_0, T_0, phi_0, ecc_0, omega_0, K_1, T_1, phi_1, ecc_1, omega_1, sigma_0, sigma_1, sigma_2, sigma_3, 
# 
-5.049660000000000082e+01 6.554800000000000182e+00 3.814139999999999873e+03 3.816929999999999836e+03 9.976439999999999486e+01 2.425219999999999800e+03 2.134669999999999845e+00 4.085300000000000042e-01 4.748680000000000234e+00 9.966620000000000346e+01 5.163790000000000191e+01 5.338840000000000252e+00 5.957729999999999970e-01 3.065280000000000005e+00 6.401259999999999728e+00 9.929130000000000678e+00 8.363830000000000098e+00 1.191999999999999993e+01
-5.171099999999999852e+01 8.279439999999999245e+00 3.810769999999999982e+03 3.819059999999999945e+03 9.942730000000000246e+01 5.164159999999999684e+01 1.448990000000000000e+00 6.115859999999999630e-01 3.051140000000000185e+00 9.902509999999999479e+01 2.472280000000000200e+03 3.817989999999999995e+00 4.379629999999999912e-01 4.673049999999999926e+00 1.021760000000000029e-02 1.153960000000000008e+01 1.099610000000000021e+01 8.149060000000000414e+00
-5.005490000000000350e+01 6.235210000000000363e+00 3.810559999999999945e+03 3.818519999999999982e+03 9.944100000000000250e+01 2.420429999999999836e+03 2.143149999999999888e+00 4.279169999999999918e-01 4.743940000000000268e+00 9.968420000000000414e+01 5.163790000000000191e+01 5.324939999999999785e+00 5.970100000000000406e-01 3.076649999999999885e+00 5.115709999999999980e+00 9.653819999999999624e+00 1.251239999999999952e+01 1.144919999999999938e+01
-5.289600000000000080e+01 7.338250000000000384e+00 3.812719999999999800e+03 3.818300000000000182e+03 9.924830000000000041e+01 2.477460000000000036e+03 4.288090000000000401e+00 4.486240000000000228e-01 4.681210000000000093e+00 9.972790000000000532e+01 5.164180000000000348e+01 2.628299999999999859e+00 6.025009999999999533e-01 3.056090000000000195e+00 5.188410000000000244e-02 9.367000000000000881e+00 1.777309999999999945e+01 7.235590000000000188e+00
-5.085240000000000293e+01 6.906279999999999752e+00 3.809139999999999873e+03 3.821579999999999927e+03 9.972039999999999793e+01 2.483099999999999909e+03 5.835820000000000007e+00 4.495589999999999864e-01 4.668529999999999625e+00 9.966410000000000480e+01 5.164439999999999742e+01 5.391079999999999650e+00 6.081710000000000171e-01 3.052119999999999944e+00 2.727249999999999952e-01 9.453950000000000742e+00 1.501360000000000028e+01 9.494040000000000035e+00
-5.075419999999999732e+01 9.969839999999999591e+00 3.810179999999999836e+03 3.815329999999999927e+03 9.966610000000000014e+01 2.450769999999999982e+03 5.613380000000000258e+00 4.349060000000000148e-01 4.694280000000000008e+00 9.970969999999999800e+01 5.164220000000000255e+01 5.414460000000000051e+00 6.030600000000000405e-01 3.053659999999999819e+00 1.597079999999999889e-01 8.787029999999999674e+00 1.212049999999999983e+01 1.254449999999999932e+01
-4.950560000000000116e+01 8.396399999999999864e+00 3.819269999999999982e+03 3.814480000000000018e+03 9.993300000000000693e+01 5.164159999999999684e+01 1.459910000000000041e+00 6.147629999999999484e-01 3.046079999999999899e+00 9.991779999999999973e+01 2.442769999999999982e+03 3.900920000000000165e+00 4.569619999999999793e-01 4.650439999999999685e+00 3.972919999999999785e+00 1.095809999999999995e+01 1.984609999999999985e+01 1.113069999999999915e+01
-4.930810000000000315e+01 1.026140000000000008e+01 3.811650000000000091e+03 3.821119999999999891e+03 9.939619999999999322e+01 2.486699999999999818e+03 2.284940000000000193e+00 4.806130000000000124e-01 4.618829999999999991e+00 9.960829999999999984e+01 5.164330000000000354e+01 5.400929999999999787e+00 5.976590000000000513e-01 3.035010000000000208e+00 6.596440000000000303e+00 9.421659999999999258e+00 1.386430000000000007e+01 9.450039999999999552e+00
-5.040220000000000056e+01 7.813869999999999649e+00 3.817050000000000182e+03 3.817980000000000018e+03 9.969929999999999382e+01 5.164050000000000296e+01 1.507279999999999953e+00 6.123450000000000282e-01 3.050409999999999844e+00 9.828539999999999566e+01 2.455000000000000000e+03 3.904399999999999871e+00 4.392380000000000173e-01 4.672180000000000000e+00 1.245109999999999967e-02 9.497109999999999275e+00 1.785660000000000025e+01 1.145229999999999926e+01
-5.276140000000000185e+01 3.999989999999999934e+00 3.816280000000000200e+03 3.821070000000000164e+03 9.939790000000000703e+01 2.447829999999999927e+03 4.274930000000000341e+00 4.191059999999999786e-01 4.800699999999999967e+00 9.996850000000000591e+01 5.164500000000000313e+01 2.608610000000000095e+00 6.096899999999999542e-01 3.066769999999999996e+00 7.350640000000000285e+00 9.713350000000000151e+00 1.203129999999999988e+01 1.079979999999999940e+01
-5.175489999999999924e+01 7.045650000000000190e+00 3.808639999999999873e+03 3.822130000000000109e+03 9.967230000000000700e+01 2.477480000000000018e+03 4.300690000000000346e+00 4.309319999999999817e-01 4.729300000000000281e+00 9.998850000000000193e+01 5.164180000000000348e+01 2.675089999999999968e+00 6.070900000000000185e-01 3.006479999999999819e+00 2.439029999999999809e+00 1.020979999999999954e+01 9.779540000000000788e+00 1.060410000000000075e+01
-4.808129999999999882e+01 6.062680000000000291e+00 3.805769999999999982e+03 3.816570000000000164e+03 9.930150000000000432e+01 2.460610000000000127e+03 5.622069999999999901e+00 4.339379999999999904e-01 4.695800000000000196e+00 9.978669999999999618e+01 5.164009999999999678e+01 5.478650000000000020e+00 6.066270000000000273e-01 3.024620000000000086e+00 2.497169999999999945e-02 1.014750000000000085e+01 1.396990000000000087e+01 1.222979999999999912e+01
-5.006620000000000203e+01 7.279650000000000176e+00 3.808579999999999927e+03 3.821920000000000073e+03 9.998709999999999809e+01 5.164159999999999684e+01 1.450059999999999905e+00 5.960170000000000190e-01 3.056070000000000064e+00 9.922419999999999618e+01 2.472280000000000200e+03 3.773759999999999781e+00 4.409129999999999994e-01 4.693249999999999922e+00 4.019370000000000331e+00 9.280649999999999622e+00 1.354889999999999972e+01 9.355930000000000746e+00
-5.158379999999999654e+01 9.091730000000000089e+00 3.810610000000000127e+03 3.813860000000000127e+03 9.991930000000000689e+01 5.164600000000000080e+01 1.797239999999999949e+00 6.023749999999999938e-01 3.013259999999999827e+00 9.935980000000000700e+01 2.442440000000000055e+03 3.006940000000000168e+00 4.370180000000000176e-01 4.703979999999999606e+00 1.481400000000000078e-02 1.078919999999999924e+01 1.584259999999999913e+01 1.236469999999999914e+01
-5.352300000000000324e+01 4.059829999999999828e+00 3.810099999999999909e+03 3.818539999999999964e+03 9.990770000000000550e+01 5.164280000000000115e+01 2.429240000000000066e+00 6.081999999999999629e-01 3.031070000000000153e+00 9.996169999999999334e+01 2.455139999999999873e+03 4.242359999999999687e+00 4.341200000000000059e-01 4.704449999999999577e+00 5.596049999999999969e+00 9.921269999999999811e+00 1.077749999999999986e+01 1.161650000000000027e+01
-5.092849999999999966e+01 4.123890000000000278e+00 3.806769999999999982e+03 3.821079999999999927e+03 9.996490000000000009e+01 2.422789999999999964e+03 2.121840000000000170e+00 4.239120000000000110e-01 4.671039999999999637e+00 9.954219999999999402e+01 5.164450000000000074e+01 5.949489999999999945e+00 6.099120000000000097e-01 3.054060000000000219e+00 3.268209999999999837e+00 1.011449999999999960e+01 1.335430000000000028e+01 1.423690000000000033e+01
-5.065149999999999864e+01 8.959229999999999805e+00 3.809599999999999909e+03 3.815659999999999854e+03 9.990940000000000509e+01 5.164600000000000080e+01 1.778410000000000046e+00 6.094110000000000360e-01 3.029220000000000024e+00 9.909430000000000405e+01 2.413610000000000127e+03 3.015289999999999804e+00 4.357099999999999862e-01 4.702110000000000234e+00 3.443400000000000016e+00 1.169330000000000069e+01 1.215290000000000070e+01 7.183220000000000383e+00
-5.217830000000000013e+01 3.483690000000000175e+00 3.807409999999999854e+03 3.817639999999999873e+03 9.993850000000000477e+01 2.437130000000000109e+03 1.840249999999999941e+00 4.218310000000000115e-01 4.712040000000000006e+00 9.972339999999999804e+01 5.164450000000000074e+01 5.853060000000000151e+00 6.106719999999999926e-01 3.058050000000000157e+00 2.149189999999999934e+00 8.843809999999999505e+00 1.150779999999999959e+01 1.143689999999999962e+01
-5.255230000000000246e+01 5.522879999999999789e+00 3.813610000000000127e+03 3.818389999999999873e+03 9.938750000000000284e+01 2.461619999999999891e+03 1.900779999999999914e+00 4.276619999999999866e-01 4.719949999999999868e+00 9.984239999999999782e+01 5.164130000000000109e+01 5.974540000000000184e+00 6.151100000000000456e-01 3.076610000000000067e+00 4.611830000000000318e+00 9.776059999999999306e+00 1.437129999999999974e+01 1.006530000000000058e+01
-4.627289999999999992e+01 9.391980000000000217e+00 3.813380000000000109e+03 3.820190000000000055e+03 9.949139999999999873e+01 5.163730000000000331e+01 1.717859999999999943e+00 6.005719999999999947e-01 3.004500000000000171e+00 9.982580000000000098e+01 2.487329999999999927e+03 3.870159999999999823e+00 4.759920000000000262e-01 4.583599999999999675e+00 1.250860000000000083e+00 1.079219999999999935e+01 1.888550000000000040e+01 1.328389999999999915e+01
-5.205919999999999703e+01 9.627850000000000463e+00 3.812219999999999800e+03 3.815739999999999782e+03 9.983950000000000102e+01 5.164609999999999701e+01 2.458380000000000010e+00 6.160900000000000265e-01 3.041450000000000209e+00 9.986960000000000548e+01 2.462440000000000055e+03 4.029759999999999565e+00 4.425959999999999894e-01 4.654189999999999827e+00 1.959980000000000055e-01 1.043989999999999974e+01 1.510110000000000063e+01 1.200650000000000084e+01
-5.092940000000000111e+01 7.094809999999999839e+00 3.809289999999999964e+03 3.820920000000000073e+03 9.974949999999999761e+01 2.474969999999999800e+03 4.303790000000000227e+00 4.358540000000000192e-01 4.683449999999999669e+00 9.964600000000000080e+01 5.164180000000000348e+01 2.705820000000000114e+00 6.174770000000000536e-01 3.037589999999999790e+00 5.668440000000000367e+00 9.992839999999999279e+00 1.270669999999999966e+01 1.360430000000000028e+01
-4.866329999999999956e+01 7.727839999999999598e+00 3.811949999999999818e+03 3.816690000000000055e+03 9.988880000000000337e+01 5.164280000000000115e+01 2.386670000000000069e+00 6.039870000000000516e-01 3.043470000000000120e+00 9.973919999999999675e+01 2.452750000000000000e+03 4.408380000000000187e+00 4.485999999999999988e-01 4.674809999999999910e+00 7.231860000000000177e+00 1.074690000000000012e+01 1.545379999999999932e+01 8.281739999999999213e+00
-5.102839999999999776e+01 7.940889999999999560e+00 3.811329999999999927e+03 3.820349999999999909e+03 9.979399999999999693e+01 2.498329999999999927e+03 6.010699999999999932e+00 4.536859999999999782e-01 4.653559999999999697e+00 9.996559999999999491e+01 5.164220000000000255e+01 5.436910000000000132e+00 6.041499999999999648e-01 3.058809999999999807e+00 6.077749999999999986e+00 1.000600000000000023e+01 1.541859999999999964e+01 1.179640000000000022e+01
-5.500050000000000239e+01 4.114200000000000301e+00 3.811190000000000055e+03 3.821949999999999818e+03 9.975939999999999941e+01 5.164050000000000296e+01 1.492809999999999970e+00 6.081079999999999819e-01 3.071039999999999992e+00 9.995210000000000150e+01 2.472340000000000146e+03 3.912790000000000212e+00 4.169340000000000268e-01 4.759520000000000195e+00 7.290230000000000210e+00 1.138990000000000080e+01 8.786519999999999442e+00 1.349039999999999928e+01
-5.030400000000000205e+01 9.571440000000000836e+00 3.813019999999999982e+03 3.816139999999999873e+03 9.953849999999999909e+01 2.434750000000000000e+03 1.952700000000000102e+00 4.491749999999999909e-01 4.659519999999999662e+00 9.938259999999999650e+01 5.163909999999999911e+01 5.902280000000000193e+00 6.037759999999999794e-01 3.014040000000000052e+00 1.046850000000000058e+00 1.027979999999999983e+01 1.596219999999999928e+01 1.254560000000000031e+01
-5.329579999999999984e+01 5.590900000000000425e+00 3.810110000000000127e+03 3.816679999999999836e+03 9.967650000000000432e+01 5.164000000000000057e+01 5.141070000000000029e+00 5.953640000000000043e-01 3.062209999999999877e+00 9.950520000000000209e+01 2.453219999999999800e+03 5.612949999999999662e+00 4.125090000000000146e-01 4.710899999999999643e+00 1.689440000000000053e+00 1.026030000000000086e+01 6.496940000000000381e+00 8.404749999999999943e+00
-5.191140000000000043e+01 7.034040000000000070e+00 3.812719999999999800e+03 3.818820000000000164e+03 9.937439999999999429e+01 5.164050000000000296e+01 1.541169999999999929e+00 6.052699999999999747e-01 3.056379999999999875e+00 9.894880000000000564e+01 2.455010000000000218e+03 3.899239999999999817e+00 4.429910000000000236e-01 4.719289999999999985e+00 3.855370000000000186e+00 9.980969999999999231e+00 1.356370000000000076e+01 8.310719999999999885e+00
-5.127239999999999753e+01 5.974680000000000213e+00 3.815449999999999818e+03 3.815150000000000091e+03 9.831770000000000209e+01 2.441000000000000000e+03 5.537790000000000212e+00 4.229129999999999834e-01 4.728189999999999671e+00 9.979250000000000398e+01 5.164220000000000255e+01 5.400900000000000034e+00 5.995340000000000114e-01 3.049459999999999837e+00 4.477960000000000385e+00 9.530709999999999127e+00 9.861549999999999372e+00 1.326360000000000028e+01
-5.296790000000000020e+01 6.570090000000000430e+00 3.812469999999999800e+03 3.824019999999999982e+03 9.989530000000000598e+01 2.477489999999999782e+03 4.280400000000000205e+00 4.379569999999999852e-01 4.795200000000000351e+00 9.915699999999999648e+01 5.164180000000000348e+01 2.672979999999999912e+00 5.945770000000000222e-01 3.046920000000000073e+00 1.023579999999999934e+01 8.856099999999999639e+00 1.315339999999999954e+01 1.062110000000000021e+01
-5.295309999999999917e+01 5.212939999999999685e+00 3.813469999999999800e+03 3.820250000000000000e+03 9.917719999999999914e+01 2.451769999999999982e+03 1.878560000000000008e+00 4.130380000000000162e-01 4.730100000000000193e+00 9.980070000000000618e+01 5.164130000000000109e+01 6.053530000000000300e+00 6.060499999999999776e-01 3.030809999999999782e+00 5.584430000000000227e+00 1.011570000000000036e+01 9.163539999999999353e+00 8.740830000000000766e+00
-5.301630000000000109e+01 2.827770000000000117e+00 3.811409999999999854e+03 3.816360000000000127e+03 9.997029999999999461e+01 2.420329999999999927e+03 1.902989999999999959e+00 4.116600000000000259e-01 4.744119999999999671e+00 9.997790000000000532e+01 5.164339999999999975e+01 5.904169999999999696e+00 5.967459999999999987e-01 3.048039999999999861e+00 6.426969999999999850e+00 1.010699999999999932e+01 1.153989999999999938e+01 9.702790000000000248e+00
-4.806020000000000181e+01 1.040579999999999927e+01 3.817949999999999818e+03 3.815800000000000182e+03 9.973430000000000462e+01 2.434750000000000000e+03 1.964490000000000069e+00 4.485759999999999748e-01 4.636239999999999917e+00 9.991949999999999932e+01 5.164229999999999876e+01 5.889249999999999652e+00 6.035700000000000509e-01 3.053859999999999797e+00 1.719299999999999995e-02 1.014230000000000054e+01 1.675120000000000076e+01 8.920989999999999753e+00
-4.999560000000000315e+01 8.587379999999999569e+00 3.814099999999999909e+03 3.818409999999999854e+03 9.799360000000000070e+01 2.477489999999999782e+03 4.332440000000000069e+00 4.470009999999999817e-01 4.691469999999999807e+00 9.996339999999999293e+01 5.164180000000000348e+01 2.638329999999999842e+00 6.115099999999999980e-01 3.036369999999999791e+00 6.197939999999999561e-01 8.890409999999999258e+00 1.565039999999999942e+01 1.075050000000000061e+01
-5.296790000000000020e+01 6.570090000000000430e+00 3.812469999999999800e+03 3.824019999999999982e+03 9.989530000000000598e+01 2.477489999999999782e+03 4.280400000000000205e+00 4.379569999999999852e-01 4.795200000000000351e+00 9.915699999999999648e+01 5.164180000000000348e+01 2.672979999999999912e+00 5.945770000000000222e-01 3.046920000000000073e+00 1.023579999999999934e+01 8.856099999999999639e+00 1.315339999999999954e+01 1.062110000000000021e+01
-5.005490000000000350e+01 6.235210000000000363e+00 3.810559999999999945e+03 3.818519999999999982e+03 9.944100000000000250e+01 2.420429999999999836e+03 2.143149999999999888e+00 4.279169999999999918e-01 4.743940000000000268e+00 9.968420000000000414e+01 5.163790000000000191e+01 5.324939999999999785e+00 5.970100000000000406e-01 3.076649999999999885e+00 5.115709999999999980e+00 9.653819999999999624e+00 1.251239999999999952e+01 1.144919999999999938e+01
-5.275300000000000011e+01 8.067099999999999937e+00 3.811510000000000218e+03 3.818170000000000073e+03 9.995650000000000546e+01 2.468190000000000055e+03 6.039920000000000400e+00 4.402949999999999919e-01 4.662060000000000315e+00 9.991389999999999816e+01 5.164220000000000255e+01 5.435839999999999783e+00 6.146200000000000552e-01 3.030629999999999935e+00 3.764720000000000066e+00 8.922380000000000422e+00 9.371959999999999624e+00 1.102420000000000044e+01
-5.198129999999999740e+01 6.303659999999999819e+00 3.812239999999999782e+03 3.817289999999999964e+03 9.944790000000000418e+01 2.470550000000000182e+03 5.699099999999999611e+00 4.246750000000000247e-01 4.709139999999999660e+00 9.990630000000000166e+01 5.164009999999999678e+01 5.490630000000000344e+00 6.101830000000000309e-01 3.023759999999999781e+00 3.619369999999999976e+00 9.242229999999999279e+00 1.289349999999999952e+01 9.740529999999999688e+00
-5.500050000000000239e+01 4.114200000000000301e+00 3.811190000000000055e+03 3.821949999999999818e+03 9.975939999999999941e+01 5.164050000000000296e+01 1.492809999999999970e+00 6.081079999999999819e-01 3.071039999999999992e+00 9.995210000000000150e+01 2.472340000000000146e+03 3.912790000000000212e+00 4.169340000000000268e-01 4.759520000000000195e+00 7.290230000000000210e+00 1.138990000000000080e+01 8.786519999999999442e+00 1.349039999999999928e+01
-5.159360000000000213e+01 5.446209999999999773e+00 3.816719999999999800e+03 3.816639999999999873e+03 9.969089999999999918e+01 5.164159999999999684e+01 1.521989999999999954e+00 5.957980000000000498e-01 3.058910000000000018e+00 9.968219999999999459e+01 2.413929999999999836e+03 3.862709999999999866e+00 4.124180000000000068e-01 4.743059999999999832e+00 6.710840000000000138e+00 9.667139999999999844e+00 1.043730000000000047e+01 1.036790000000000056e+01
-5.275300000000000011e+01 8.067099999999999937e+00 3.811510000000000218e+03 3.818170000000000073e+03 9.995650000000000546e+01 2.468190000000000055e+03 6.039920000000000400e+00 4.402949999999999919e-01 4.662060000000000315e+00 9.991389999999999816e+01 5.164220000000000255e+01 5.435839999999999783e+00 6.146200000000000552e-01 3.030629999999999935e+00 3.764720000000000066e+00 8.922380000000000422e+00 9.371959999999999624e+00 1.102420000000000044e+01
-4.884259999999999735e+01 1.037829999999999941e+01 3.813849999999999909e+03 3.815219999999999800e+03 9.807340000000000657e+01 2.402250000000000000e+03 4.242029999999999745e+00 4.413770000000000193e-01 4.660800000000000054e+00 9.995900000000000318e+01 5.164509999999999934e+01 2.940430000000000099e+00 6.141710000000000225e-01 3.050660000000000149e+00 2.433770000000000100e-01 7.945050000000000168e+00 1.506039999999999957e+01 9.489729999999999777e+00
-5.275300000000000011e+01 8.067099999999999937e+00 3.811510000000000218e+03 3.818170000000000073e+03 9.995650000000000546e+01 2.468190000000000055e+03 6.039920000000000400e+00 4.402949999999999919e-01 4.662060000000000315e+00 9.991389999999999816e+01 5.164220000000000255e+01 5.435839999999999783e+00 6.146200000000000552e-01 3.030629999999999935e+00 3.764720000000000066e+00 8.922380000000000422e+00 9.371959999999999624e+00 1.102420000000000044e+01
-5.239970000000000283e+01 5.235039999999999694e+00 3.811630000000000109e+03 3.818010000000000218e+03 9.955410000000000537e+01 2.429940000000000055e+03 1.935829999999999940e+00 4.173709999999999920e-01 4.729940000000000033e+00 9.988750000000000284e+01 5.164119999999999777e+01 5.887660000000000338e+00 5.965629999999999544e-01 3.089030000000000165e+00 5.906780000000000364e+00 9.973449999999999704e+00 4.049240000000000173e+00 1.016639999999999944e+01
-5.403979999999999961e+01 4.722660000000000302e+00 3.813969999999999800e+03 3.822170000000000073e+03 9.993919999999999959e+01 5.164280000000000115e+01 2.480570000000000164e+00 6.135059999999999958e-01 3.037520000000000220e+00 9.933929999999999438e+01 2.479929999999999836e+03 4.168560000000000265e+00 4.399730000000000030e-01 4.722610000000000419e+00 5.019120000000000026e+00 9.969419999999999504e+00 1.521739999999999959e+01 1.159350000000000058e+01
-5.111299999999999955e+01 7.722520000000000273e+00 3.812519999999999982e+03 3.821150000000000091e+03 9.993500000000000227e+01 2.474969999999999800e+03 4.290339999999999598e+00 4.407840000000000091e-01 4.689300000000000246e+00 9.951170000000000471e+01 5.164180000000000348e+01 2.742259999999999920e+00 6.023450000000000193e-01 3.018940000000000179e+00 4.462010000000000282e-02 1.140789999999999971e+01 1.398210000000000086e+01 1.226409999999999911e+01
-5.461110000000000042e+01 4.641130000000000422e+00 3.810460000000000036e+03 3.821539999999999964e+03 9.996139999999999759e+01 2.470460000000000036e+03 5.437820000000000320e+00 4.163379999999999859e-01 4.794909999999999783e+00 9.979030000000000200e+01 5.163569999999999993e+01 5.457910000000000039e+00 6.082809999999999606e-01 3.029040000000000177e+00 4.325140000000000207e+00 1.056939999999999991e+01 1.089869999999999983e+01 1.300249999999999950e+01
-5.004729999999999990e+01 6.158970000000000056e+00 3.813000000000000000e+03 3.818429999999999836e+03 9.966349999999999909e+01 2.420340000000000146e+03 1.902439999999999909e+00 4.170550000000000090e-01 4.722660000000000302e+00 9.963989999999999725e+01 5.164339999999999975e+01 5.915670000000000428e+00 6.118970000000000242e-01 3.059579999999999966e+00 4.902899999999999814e+00 9.406520000000000437e+00 1.358079999999999998e+01 8.597479999999999123e+00
-5.759640000000000271e+01 2.879030000000000200e+00 3.814300000000000182e+03 3.820909999999999854e+03 9.987239999999999895e+01 5.164000000000000057e+01 5.157079999999999664e+00 6.067620000000000235e-01 3.063180000000000014e+00 9.983089999999999975e+01 2.453199999999999818e+03 5.469430000000000014e+00 4.067600000000000104e-01 4.850450000000000372e+00 5.829279999999999795e+00 9.038579999999999615e+00 8.482590000000000074e+00 1.244929999999999914e+01
-5.005590000000000117e+01 6.348270000000000302e+00 3.811190000000000055e+03 3.820710000000000036e+03 9.997270000000000323e+01 2.468170000000000073e+03 5.963350000000000151e+00 4.390089999999999826e-01 4.719089999999999563e+00 9.936299999999999955e+01 5.164659999999999940e+01 5.422419999999999796e+00 5.954949999999999966e-01 3.037959999999999994e+00 6.528270000000000017e+00 9.642160000000000508e+00 1.354180000000000028e+01 1.039460000000000051e+01
-5.349269999999999925e+01 8.029989999999999739e+00 3.815949999999999818e+03 3.820969999999999800e+03 9.948969999999999914e+01 2.470550000000000182e+03 5.709839999999999804e+00 4.568439999999999723e-01 4.720790000000000042e+00 9.979730000000000700e+01 5.164009999999999678e+01 5.480190000000000339e+00 6.105599999999999916e-01 3.064350000000000129e+00 7.473060000000000258e+00 9.998810000000000642e+00 1.527350000000000030e+01 1.255530000000000079e+01
-5.087069999999999936e+01 7.141239999999999810e+00 3.806800000000000182e+03 3.816090000000000146e+03 9.981109999999999616e+01 5.163799999999999812e+01 5.823409999999999975e+00 5.997080000000000188e-01 3.024239999999999817e+00 9.980280000000000484e+01 2.445269999999999982e+03 4.036209999999999631e+00 4.422119999999999940e-01 4.670630000000000059e+00 9.148410000000000153e-01 1.008440000000000047e+01 1.298939999999999984e+01 1.156980000000000075e+01
-5.260170000000000101e+01 6.193329999999999558e+00 3.818039999999999964e+03 3.821760000000000218e+03 9.910120000000000573e+01 2.468179999999999836e+03 5.976849999999999774e+00 4.355629999999999780e-01 4.726099999999999746e+00 9.971710000000000207e+01 5.164220000000000255e+01 5.389750000000000263e+00 6.080160000000000009e-01 3.076480000000000103e+00 5.262369999999999770e+00 9.936070000000000846e+00 1.102459999999999951e+01 9.930170000000000385e+00
