#  gamma_0, K_0, T_0, phi_0, ecc_0, omega_0, K_1, T_1, phi_1, ecc_1, omega_1, sigma_0, 
# 
2.949869999999999948e+01 9.706189999999999429e+01 1.461779999999999973e+03 3.979760000000000186e+00 3.001699999999999924e-01 4.002889999999999837e+00 9.942539999999999623e+01 5.162219999999999942e+01 2.523750000000000160e+00 5.949210000000000331e-01 3.005269999999999886e+00 1.027420000000000044e+01
2.213479999999999848e+01 9.548990000000000578e+01 1.832200000000000045e+03 5.792209999999999859e+00 3.715829999999999966e-01 4.463059999999999583e+00 9.986969999999999459e+01 5.160609999999999786e+01 3.803510000000000169e+00 5.964350000000000485e-01 3.043559999999999821e+00 9.889250000000000540e+00
2.086530000000000129e+01 9.712550000000000239e+01 1.763140000000000100e+03 2.954540000000000166e+00 3.539860000000000229e-01 4.484639999999999738e+00 9.928640000000000043e+01 5.165409999999999968e+01 4.962220000000000297e+00 5.985049999999999537e-01 3.032160000000000188e+00 1.061999999999999922e+01
4.117860000000000298e+01 8.580400000000000205e+01 1.297710000000000036e+03 2.570600000000000218e+00 3.645530000000000159e-01 4.046809999999999796e+00 9.919899999999999807e+01 5.162960000000000349e+01 1.635760000000000103e+00 6.040400000000000214e-01 3.088529999999999998e+00 1.298670000000000080e+01
4.131969999999999743e+01 9.827679999999999438e+01 5.158610000000000184e+01 6.876860000000000195e-01 5.918280000000000207e-01 3.001970000000000027e+00 9.170010000000000616e+01 1.202369999999999891e+03 3.440700000000000092e+00 3.004589999999999761e-01 3.655299999999999994e+00 1.206959999999999944e+01
7.419100000000000250e+00 9.977930000000000632e+01 5.164159999999999684e+01 1.697719999999999896e+00 6.103650000000000464e-01 3.002099999999999991e+00 9.675360000000000582e+01 2.699849999999999909e+03 1.516080000000000094e+00 4.887690000000000090e-01 4.786649999999999849e+00 1.103480000000000061e+01
2.285439999999999827e+01 9.982460000000000377e+01 5.163259999999999650e+01 6.277940000000000076e+00 5.937559999999999505e-01 3.022699999999999942e+00 9.713490000000000180e+01 1.797670000000000073e+03 1.290249999999999897e+00 3.818929999999999825e-01 4.410319999999999574e+00 9.986720000000000041e+00
2.051920000000000144e+01 9.552609999999999957e+01 1.783200000000000045e+03 6.967189999999999772e-01 3.404849999999999821e-01 4.505720000000000169e+00 9.992889999999999873e+01 5.162919999999999732e+01 5.404209999999999958e+00 6.190390000000000059e-01 3.049599999999999866e+00 9.943830000000000169e+00
2.674510000000000076e+01 8.759019999999999584e+01 2.052489999999999782e+03 3.975319999999999965e+00 4.949450000000000238e-01 4.549610000000000376e+00 9.757940000000000680e+01 5.161529999999999774e+01 5.119040000000000257e-01 6.043530000000000291e-01 3.044459999999999944e+00 1.223770000000000024e+01
2.381759999999999877e+01 9.971550000000000580e+01 5.155169999999999675e+01 2.850900000000000212e+00 6.162699999999999845e-01 2.928700000000000081e+00 9.748900000000000432e+01 1.731990000000000009e+03 2.853959999999999830e+00 3.567139999999999755e-01 4.329600000000000115e+00 1.141019999999999968e+01
4.211580000000000013e+01 9.356100000000000705e+01 1.216440000000000055e+03 8.184519999999999573e-01 3.156999999999999806e-01 3.754319999999999879e+00 9.980649999999999977e+01 5.163020000000000209e+01 4.691069999999999851e+00 5.856209999999999471e-01 3.034959999999999880e+00 1.045850000000000080e+01
3.099070000000000036e+01 9.220690000000000452e+01 1.465670000000000073e+03 4.422449999999999992e-01 3.105200000000000182e-01 4.068329999999999558e+00 9.879099999999999682e+01 5.163130000000000308e+01 4.720449999999999591e+00 5.995740000000000514e-01 3.014979999999999993e+00 1.060929999999999929e+01
2.757750000000000057e+01 9.897459999999999525e+01 5.163159999999999883e+01 5.707969999999999988e-01 5.887299999999999756e-01 3.052340000000000053e+00 9.340579999999999927e+01 1.752109999999999900e+03 4.496109999999999829e+00 3.714120000000000199e-01 4.331479999999999997e+00 9.297250000000000014e+00
2.856490000000000151e+01 9.057429999999999382e+01 1.627509999999999991e+03 3.190339999999999954e+00 3.567670000000000008e-01 4.349999999999999645e+00 9.866419999999999391e+01 5.160549999999999926e+01 4.262009999999999965e-01 5.866029999999999855e-01 3.044570000000000221e+00 1.019919999999999938e+01
1.567570000000000086e+01 9.917430000000000234e+01 1.947809999999999945e+03 2.470779999999999976e+00 3.707449999999999912e-01 4.597249999999999837e+00 9.969819999999999993e+01 5.164000000000000057e+01 4.917110000000000092e+00 6.037970000000000281e-01 3.011989999999999945e+00 9.407180000000000319e+00
1.641039999999999921e+01 9.933979999999999677e+01 5.162510000000000332e+01 7.465479999999999894e-01 6.197890000000000343e-01 3.025349999999999984e+00 9.220730000000000359e+01 2.586469999999999800e+03 2.577069999999999972e+00 5.268730000000000357e-01 4.686480000000000423e+00 1.029260000000000019e+01
3.842519999999999669e+01 9.298340000000000316e+01 1.336289999999999964e+03 2.662359999999999727e-01 3.191640000000000033e-01 3.797839999999999883e+00 9.706489999999999441e+01 5.163559999999999661e+01 4.984329999999999927e+00 5.902809999999999446e-01 3.013160000000000061e+00 9.968759999999999621e+00
3.732739999999999725e+01 8.787179999999999325e+01 1.490359999999999900e+03 4.974800000000000111e+00 4.370240000000000236e-01 4.165879999999999583e+00 9.880289999999999395e+01 5.164629999999999654e+01 3.918699999999999850e+00 6.255939999999999834e-01 3.057780000000000165e+00 1.117999999999999972e+01
2.631250000000000000e+01 9.182890000000000441e+01 1.758660000000000082e+03 5.781970000000000276e+00 4.057709999999999928e-01 4.441119999999999735e+00 9.979640000000000555e+01 5.160609999999999786e+01 3.839080000000000048e+00 6.065310000000000423e-01 3.002949999999999786e+00 9.658830000000000027e+00
2.709369999999999834e+01 8.793280000000000030e+01 1.897769999999999982e+03 1.094000000000000083e+00 4.665929999999999800e-01 4.525269999999999904e+00 9.654259999999999309e+01 5.162700000000000244e+01 5.101639999999999731e+00 6.003540000000000543e-01 3.001219999999999999e+00 9.971730000000000871e+00
3.238580000000000325e+01 9.323820000000000618e+01 1.423559999999999945e+03 3.375729999999999897e+00 2.975329999999999919e-01 4.213890000000000136e+00 9.810989999999999611e+01 5.162219999999999942e+01 2.573890000000000011e+00 6.095140000000000002e-01 2.995830000000000215e+00 1.064429999999999943e+01
2.646659999999999968e+01 9.231440000000000623e+01 1.600819999999999936e+03 2.339290000000000092e+00 3.222019999999999884e-01 4.356370000000000076e+00 9.917990000000000350e+01 5.163909999999999911e+01 6.164049999999999585e+00 5.774059999999999748e-01 3.091619999999999813e+00 1.072840000000000060e+01
4.509440000000000026e+01 9.851210000000000377e+01 5.160090000000000288e+01 4.802139999999999631e+00 5.651140000000000052e-01 3.092089999999999783e+00 9.092879999999999541e+01 1.148869999999999891e+03 3.178789999999999782e+00 3.558790000000000009e-01 3.664060000000000095e+00 9.331939999999999458e+00
2.506779999999999831e+01 9.416889999999999361e+01 1.794619999999999891e+03 5.536159999999999748e+00 3.896319999999999784e-01 4.456760000000000055e+00 9.995189999999999486e+01 5.160620000000000118e+01 3.976129999999999942e+00 6.251689999999999747e-01 3.026930000000000121e+00 1.000890000000000057e+01
2.317970000000000041e+01 9.916190000000000282e+01 5.160889999999999844e+01 1.216269999999999962e+00 5.946839999999999904e-01 2.976919999999999789e+00 9.869240000000000634e+01 1.676119999999999891e+03 1.548950000000000049e+00 3.366279999999999828e-01 4.304100000000000037e+00 8.599019999999999442e+00
4.175450000000000017e+01 8.878279999999999461e+01 1.239390000000000100e+03 2.912370000000000125e+00 3.305500000000000105e-01 3.884500000000000064e+00 9.938660000000000139e+01 5.166570000000000107e+01 2.483740000000000059e+00 5.860030000000000516e-01 3.045440000000000147e+00 1.186079999999999934e+01
1.969849999999999923e+01 9.647039999999999793e+01 1.841420000000000073e+03 3.956859999999999822e+00 3.585969999999999991e-01 4.446970000000000312e+00 9.944070000000000675e+01 5.161529999999999774e+01 5.786109999999999864e-01 6.062980000000000036e-01 3.004280000000000062e+00 1.099259999999999948e+01
2.321349999999999980e+01 9.631359999999999388e+01 1.617920000000000073e+03 3.687539999999999818e+00 2.939430000000000098e-01 4.318019999999999747e+00 9.994719999999999516e+01 5.163920000000000243e+01 6.482219999999999649e-01 5.971589999999999954e-01 3.004869999999999930e+00 1.017309999999999981e+01
2.861779999999999902e+01 9.785399999999999920e+01 5.156880000000000308e+01 1.367890000000000050e+00 5.872619999999999507e-01 3.024970000000000159e+00 9.713590000000000657e+01 1.504329999999999927e+03 6.863609999999999989e-01 3.030470000000000108e-01 4.079670000000000130e+00 9.038199999999999790e+00
-9.338089999999999336e+00 9.823229999999999507e+01 5.163049999999999784e+01 8.801219999999999877e-02 6.093229999999999480e-01 3.021910000000000096e+00 9.842700000000000671e+01 4.042170000000000073e+03 1.058280000000000054e-01 6.082260000000000444e-01 5.003190000000000026e+00 1.232559999999999967e+01
2.511759999999999948e+01 9.592359999999999332e+01 1.573099999999999909e+03 2.438250000000000028e+00 2.993410000000000237e-01 4.277700000000000280e+00 9.960550000000000637e+01 5.163909999999999911e+01 6.123809999999999754e+00 5.905340000000000034e-01 3.060700000000000198e+00 1.004809999999999981e+01
1.839069999999999894e+01 9.826749999999999829e+01 5.160679999999999978e+01 1.186830000000000052e+00 5.993159999999999599e-01 3.044529999999999959e+00 9.918540000000000134e+01 1.750240000000000009e+03 1.406479999999999952e+00 3.153500000000000192e-01 4.414030000000000342e+00 9.188200000000000145e+00
2.284059999999999846e+01 9.819650000000000034e+01 5.165229999999999677e+01 8.662910000000000332e-01 6.003640000000000088e-01 3.032140000000000057e+00 9.403979999999999961e+01 1.737140000000000100e+03 4.062429999999999986e+00 3.469439999999999746e-01 4.429689999999999905e+00 8.926399999999999224e+00
3.505519999999999925e+01 8.798539999999999850e+01 1.559299999999999955e+03 3.585020000000000095e+00 3.950350000000000250e-01 4.213400000000000034e+00 9.778889999999999816e+01 5.161019999999999897e+01 2.343750000000000000e+00 5.984549999999999592e-01 2.982569999999999943e+00 8.953839999999999577e+00
4.351239999999999952e+01 8.403539999999999566e+01 1.299740000000000009e+03 2.292780000000000040e+00 4.097040000000000126e-01 3.942089999999999872e+00 9.916230000000000189e+01 5.162749999999999773e+01 1.742259999999999920e+00 6.263539999999999663e-01 3.040119999999999933e+00 9.904210000000000846e+00
1.345850000000000080e+01 9.964039999999999964e+01 5.166599999999999682e+01 4.636379999999999946e+00 6.274269999999999570e-01 2.957650000000000112e+00 9.351720000000000255e+01 2.336940000000000055e+03 7.687749999999999861e-01 4.686179999999999790e-01 4.688979999999999926e+00 1.044969999999999999e+01
7.704699999999999882e+00 9.714530000000000598e+01 2.601170000000000073e+03 4.871979999999999755e+00 5.120540000000000092e-01 4.765349999999999753e+00 9.996850000000000591e+01 5.167150000000000176e+01 4.927270000000000039e+00 5.963199999999999612e-01 3.081879999999999953e+00 1.311120000000000019e+01
2.579820000000000135e+01 9.964170000000000016e+01 5.161529999999999774e+01 5.233820000000000139e-01 6.038959999999999884e-01 3.057020000000000071e+00 9.427630000000000621e+01 1.673240000000000009e+03 4.403480000000000061e+00 3.282309999999999950e-01 4.408929999999999794e+00 9.572340000000000515e+00
2.488260000000000005e+01 9.965919999999999845e+01 5.161220000000000141e+01 1.215340000000000087e+00 6.076070000000000082e-01 2.992989999999999817e+00 9.549869999999999948e+01 1.632609999999999900e+03 1.465969999999999995e+00 3.314540000000000264e-01 4.233489999999999753e+00 1.053240000000000087e+01
-2.647019999999999929e+00 9.867749999999999488e+01 5.163600000000000279e+01 9.453810000000000269e-01 6.229980000000000517e-01 2.961190000000000211e+00 9.886239999999999384e+01 3.772000000000000000e+03 3.448350000000000026e+00 5.835059999999999691e-01 4.868570000000000064e+00 9.033820000000000405e+00
2.646659999999999968e+01 9.231440000000000623e+01 1.600819999999999936e+03 2.339290000000000092e+00 3.222019999999999884e-01 4.356370000000000076e+00 9.917990000000000350e+01 5.163909999999999911e+01 6.164049999999999585e+00 5.774059999999999748e-01 3.091619999999999813e+00 1.072840000000000060e+01
2.064290000000000092e+01 9.580889999999999418e+01 1.894849999999999909e+03 1.252359999999999918e+00 4.024150000000000227e-01 4.468180000000000263e+00 9.947709999999999297e+01 5.162700000000000244e+01 5.095469999999999722e+00 6.178930000000000256e-01 3.003499999999999837e+00 1.068929999999999936e+01
3.507600000000000051e+01 9.007659999999999911e+01 1.503930000000000064e+03 4.034430000000000405e+00 3.748799999999999910e-01 4.228989999999999583e+00 9.958520000000000039e+01 5.162219999999999942e+01 2.580779999999999852e+00 5.876890000000000169e-01 3.001660000000000217e+00 1.029340000000000011e+01
3.857540000000000191e+01 8.829000000000000625e+01 1.472119999999999891e+03 2.473500000000000032e+00 4.216860000000000053e-01 4.126430000000000042e+00 9.997880000000000678e+01 5.163909999999999911e+01 6.201660000000000394e+00 6.098470000000000280e-01 3.067140000000000200e+00 9.921799999999999287e+00
2.961070000000000135e+01 9.997509999999999764e+01 5.165229999999999677e+01 9.763159999999999616e-01 6.051339999999999497e-01 3.003849999999999909e+00 9.103749999999999432e+01 1.655150000000000091e+03 4.288140000000000285e+00 4.046549999999999869e-01 4.399969999999999715e+00 9.144970000000000709e+00
1.472959999999999958e+01 9.998699999999999477e+01 5.159740000000000038e+01 3.379799999999999915e+00 6.309789999999999566e-01 2.983919999999999906e+00 8.984820000000000562e+01 2.650000000000000000e+03 9.250890000000000502e-01 5.106829999999999981e-01 4.739410000000000345e+00 1.004310000000000080e+01
2.475639999999999930e+01 9.952150000000000318e+01 5.163559999999999661e+01 4.676529999999999632e+00 6.049200000000000133e-01 2.987150000000000194e+00 8.614539999999999509e+01 1.995200000000000045e+03 1.883049999999999891e+00 4.619800000000000018e-01 4.614499999999999602e+00 1.064269999999999960e+01
1.703450000000000131e+01 9.996510000000000673e+01 5.164320000000000022e+01 4.632229999999999848e+00 6.049520000000000453e-01 3.012169999999999792e+00 9.175530000000000541e+01 2.008269999999999982e+03 1.926320000000000032e+00 4.019849999999999812e-01 4.642780000000000129e+00 1.034399999999999942e+01
2.213479999999999848e+01 9.548990000000000578e+01 1.832200000000000045e+03 5.792209999999999859e+00 3.715829999999999966e-01 4.463059999999999583e+00 9.986969999999999459e+01 5.160609999999999786e+01 3.803510000000000169e+00 5.964350000000000485e-01 3.043559999999999821e+00 9.889250000000000540e+00
1.849780000000000157e+01 9.873430000000000462e+01 5.162519999999999953e+01 9.516919999999999824e-01 6.121910000000000407e-01 3.028669999999999973e+00 9.331879999999999598e+01 2.605719999999999800e+03 2.645890000000000075e+00 5.499460000000000459e-01 4.671149999999999913e+00 8.645369999999999777e+00
2.757750000000000057e+01 9.897459999999999525e+01 5.163159999999999883e+01 5.707969999999999988e-01 5.887299999999999756e-01 3.052340000000000053e+00 9.340579999999999927e+01 1.752109999999999900e+03 4.496109999999999829e+00 3.714120000000000199e-01 4.331479999999999997e+00 9.297250000000000014e+00
2.008310000000000173e+01 9.909869999999999379e+01 5.164320000000000022e+01 4.669080000000000119e+00 6.046820000000000528e-01 2.990110000000000046e+00 9.651040000000000418e+01 1.995200000000000045e+03 1.993840000000000057e+00 4.247360000000000024e-01 4.529770000000000074e+00 1.060890000000000022e+01
2.582639999999999958e+01 9.932470000000000709e+01 5.164289999999999736e+01 2.954880000000000173e+00 6.056110000000000104e-01 3.048610000000000042e+00 9.065749999999999886e+01 1.635339999999999918e+03 4.578850000000000087e+00 3.454599999999999893e-01 4.340139999999999887e+00 1.152389999999999937e+01
2.129420000000000002e+01 9.974890000000000612e+01 5.164289999999999736e+01 3.009209999999999940e+00 6.074760000000000160e-01 3.011670000000000069e+00 9.677580000000000382e+01 1.635329999999999927e+03 4.559450000000000003e+00 2.902500000000000080e-01 4.365339999999999776e+00 1.051890000000000036e+01
4.351239999999999952e+01 8.403539999999999566e+01 1.299740000000000009e+03 2.292780000000000040e+00 4.097040000000000126e-01 3.942089999999999872e+00 9.916230000000000189e+01 5.162749999999999773e+01 1.742259999999999920e+00 6.263539999999999663e-01 3.040119999999999933e+00 9.904210000000000846e+00
1.834149999999999991e+01 9.629739999999999611e+01 1.855099999999999909e+03 2.783999999999999808e+00 3.537239999999999829e-01 4.530350000000000321e+00 9.916790000000000305e+01 5.163669999999999760e+01 5.071900000000000297e+00 6.060240000000000071e-01 3.032270000000000021e+00 8.755559999999999121e+00
1.472959999999999958e+01 9.998699999999999477e+01 5.159740000000000038e+01 3.379799999999999915e+00 6.309789999999999566e-01 2.983919999999999906e+00 8.984820000000000562e+01 2.650000000000000000e+03 9.250890000000000502e-01 5.106829999999999981e-01 4.739410000000000345e+00 1.004310000000000080e+01
1.731469999999999843e+01 9.990869999999999607e+01 5.163669999999999760e+01 4.502959999999999852e+00 5.993579999999999464e-01 3.028840000000000199e+00 9.537829999999999586e+01 2.036609999999999900e+03 2.007289999999999797e+00 3.969590000000000063e-01 4.544900000000000162e+00 9.007649999999999935e+00
2.329570000000000007e+01 9.268330000000000268e+01 2.052500000000000000e+03 4.012739999999999974e+00 4.742310000000000136e-01 4.573439999999999728e+00 9.918779999999999575e+01 5.161529999999999774e+01 5.332130000000000480e-01 6.083060000000000134e-01 3.019789999999999974e+00 8.467999999999999972e+00
2.027749999999999986e+01 9.851449999999999818e+01 5.161430000000000007e+01 6.807229999999999670e-01 5.972589999999999844e-01 3.017630000000000035e+00 9.472029999999999461e+01 1.826519999999999982e+03 4.693139999999999645e+00 3.689410000000000189e-01 4.522050000000000125e+00 1.028309999999999924e+01
2.488260000000000005e+01 9.965919999999999845e+01 5.161220000000000141e+01 1.215340000000000087e+00 6.076070000000000082e-01 2.992989999999999817e+00 9.549869999999999948e+01 1.632609999999999900e+03 1.465969999999999995e+00 3.314540000000000264e-01 4.233489999999999753e+00 1.053240000000000087e+01
4.583840000000000003e+01 8.775230000000000530e+01 1.211279999999999973e+03 3.280429999999999957e+00 3.623270000000000102e-01 3.784619999999999873e+00 9.983549999999999613e+01 5.161780000000000257e+01 2.426499999999999879e+00 6.103039999999999576e-01 2.984919999999999796e+00 9.946089999999999876e+00
2.002390000000000114e+01 9.333530000000000371e+01 1.866349999999999909e+03 2.577370000000000161e+00 3.810149999999999926e-01 4.577679999999999971e+00 9.926659999999999684e+01 5.163239999999999696e+01 4.983439999999999870e+00 6.040699999999999958e-01 3.019540000000000113e+00 1.087020000000000053e+01
2.075369999999999848e+01 9.417799999999999727e+01 1.777180000000000064e+03 2.901320000000000121e+00 3.406980000000000008e-01 4.477890000000000370e+00 9.992659999999999343e+01 5.165409999999999968e+01 4.943579999999999863e+00 5.892870000000000053e-01 3.082520000000000149e+00 1.027810000000000024e+01
2.475639999999999930e+01 9.952150000000000318e+01 5.163559999999999661e+01 4.676529999999999632e+00 6.049200000000000133e-01 2.987150000000000194e+00 8.614539999999999509e+01 1.995200000000000045e+03 1.883049999999999891e+00 4.619800000000000018e-01 4.614499999999999602e+00 1.064269999999999960e+01
2.618049999999999855e+01 9.946909999999999741e+01 5.164699999999999847e+01 1.633569999999999967e+00 5.924310000000000409e-01 3.006289999999999907e+00 9.311889999999999645e+01 1.657079999999999927e+03 2.622290000000000010e+00 3.582549999999999901e-01 4.299690000000000012e+00 1.016280000000000072e+01
4.051279999999999859e+01 8.890720000000000312e+01 1.308759999999999991e+03 2.370649999999999924e+00 3.307169999999999832e-01 3.993009999999999948e+00 9.936419999999999675e+01 5.159380000000000166e+01 1.684479999999999977e+00 5.874810000000000310e-01 3.031699999999999839e+00 1.122070000000000078e+01
3.135750000000000171e+01 9.665120000000000289e+01 1.559289999999999964e+03 3.617020000000000124e+00 3.740689999999999849e-01 4.185679999999999623e+00 9.975950000000000273e+01 5.161019999999999897e+01 2.337410000000000210e+00 6.037690000000000001e-01 3.027379999999999960e+00 8.142739999999999867e+00
1.267629999999999946e+01 9.990109999999999957e+01 5.164950000000000330e+01 3.329209999999999781e+00 5.990809999999999746e-01 3.035159999999999858e+00 9.605389999999999873e+01 2.664409999999999854e+03 1.068559999999999954e+00 4.751310000000000255e-01 4.646740000000000315e+00 1.015220000000000056e+01
2.060849999999999937e+01 9.388410000000000366e+01 1.837700000000000045e+03 5.828330000000000233e+00 3.663049999999999917e-01 4.512089999999999712e+00 9.898329999999999984e+01 5.160609999999999786e+01 3.820160000000000000e+00 5.738240000000000007e-01 2.994679999999999787e+00 9.882160000000000721e+00
2.713950000000000173e+01 9.921689999999999543e+01 5.163259999999999650e+01 6.253359999999999808e+00 5.969130000000000269e-01 3.061580000000000190e+00 9.196150000000000091e+01 1.797670000000000073e+03 1.270250000000000101e+00 4.508829999999999782e-01 4.379380000000000273e+00 1.003749999999999964e+01
2.027749999999999986e+01 9.851449999999999818e+01 5.161430000000000007e+01 6.807229999999999670e-01 5.972589999999999844e-01 3.017630000000000035e+00 9.472029999999999461e+01 1.826519999999999982e+03 4.693139999999999645e+00 3.689410000000000189e-01 4.522050000000000125e+00 1.028309999999999924e+01
1.959110000000000085e+01 9.914910000000000423e+01 1.705559999999999945e+03 3.246170000000000222e+00 2.995559999999999889e-01 4.284629999999999939e+00 9.954879999999999995e+01 5.165409999999999968e+01 4.951290000000000191e+00 6.080830000000000402e-01 3.029700000000000060e+00 1.029330000000000034e+01
2.086980000000000146e+01 9.581510000000000105e+01 1.794630000000000109e+03 5.551549999999999763e+00 3.535190000000000277e-01 4.486909999999999954e+00 9.914709999999999468e+01 5.160620000000000118e+01 3.996519999999999850e+00 6.186040000000000427e-01 2.997860000000000191e+00 8.787580000000000169e+00
2.189059999999999917e+01 9.488330000000000553e+01 1.822950000000000045e+03 6.938839999999999453e-01 3.969050000000000078e-01 4.544450000000000323e+00 9.956929999999999836e+01 5.166179999999999950e+01 5.398880000000000123e+00 6.060569999999999569e-01 2.972319999999999851e+00 1.039010000000000034e+01
3.472249999999999659e+01 9.792199999999999704e+01 1.308759999999999991e+03 2.658760000000000012e+00 2.983390000000000208e-01 3.743069999999999897e+00 9.801049999999999329e+01 5.159170000000000300e+01 1.673580000000000068e+00 5.783049999999999580e-01 3.040290000000000159e+00 9.741130000000000067e+00
3.298859999999999815e+01 8.955589999999999407e+01 1.542329999999999927e+03 1.622919999999999918e+00 3.829620000000000246e-01 4.281019999999999825e+00 9.750549999999999784e+01 5.160940000000000083e+01 3.945500000000000007e+00 5.939609999999999612e-01 2.977510000000000101e+00 9.816000000000000725e+00
2.177220000000000155e+01 9.579800000000000182e+01 1.841430000000000064e+03 4.010209999999999830e+00 3.883300000000000085e-01 4.426199999999999690e+00 9.771429999999999438e+01 5.161529999999999774e+01 5.771939999999999849e-01 6.144739999999999647e-01 3.014400000000000190e+00 1.069139999999999979e+01
3.113220000000000098e+01 9.918290000000000362e+01 5.159799999999999898e+01 7.942090000000000538e-01 5.920990000000000419e-01 3.084150000000000169e+00 9.035280000000000200e+01 1.717750000000000000e+03 4.487669999999999604e+00 4.191570000000000018e-01 4.266230000000000189e+00 1.066009999999999991e+01
2.949549999999999983e+01 9.962720000000000198e+01 5.164699999999999847e+01 1.646479999999999944e+00 5.864690000000000181e-01 3.019019999999999815e+00 9.407439999999999714e+01 1.657079999999999927e+03 2.674529999999999852e+00 3.927769999999999873e-01 4.252909999999999968e+00 1.098600000000000065e+01
2.335379999999999967e+01 9.876510000000000389e+01 1.573109999999999900e+03 2.516239999999999810e+00 2.730549999999999922e-01 4.228360000000000340e+00 9.904319999999999879e+01 5.163909999999999911e+01 6.142850000000000144e+00 5.918729999999999825e-01 3.027870000000000061e+00 9.807280000000000442e+00
2.877049999999999841e+01 9.322230000000000416e+01 1.552099999999999909e+03 1.718390000000000084e+00 3.086979999999999724e-01 4.279069999999999929e+00 9.877049999999999841e+01 5.160940000000000083e+01 3.927589999999999915e+00 5.938299999999999690e-01 3.064610000000000056e+00 9.596809999999999619e+00
2.157110000000000127e+01 9.962160000000000082e+01 5.166250000000000142e+01 2.955070000000000086e+00 6.013899999999999801e-01 3.016059999999999963e+00 9.148770000000000380e+01 2.011490000000000009e+03 1.697459999999999969e+00 4.107799999999999785e-01 4.537560000000000038e+00 9.677279999999999660e+00
3.665180000000000149e+01 9.957840000000000202e+01 5.163060000000000116e+01 1.205189999999999984e+00 5.934739999999999460e-01 3.024719999999999853e+00 9.195390000000000441e+01 1.353369999999999891e+03 1.087749999999999995e+00 3.161030000000000229e-01 4.038420000000000343e+00 9.365479999999999805e+00
-5.783610000000000140e-02 9.931699999999999307e+01 5.165769999999999840e+01 7.331680000000000419e-01 5.914430000000000520e-01 3.021170000000000133e+00 9.787120000000000175e+01 3.867769999999999982e+03 4.099389999999999645e+00 6.206840000000000135e-01 4.883820000000000050e+00 9.718130000000000379e+00
2.678350000000000009e+01 9.897150000000000603e+01 5.166910000000000025e+01 3.328609999999999847e+00 6.011720000000000397e-01 2.983729999999999993e+00 9.089140000000000441e+01 1.949119999999999891e+03 1.518420000000000103e+00 4.525699999999999723e-01 4.489980000000000082e+00 1.130499999999999972e+01
